"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2013,1,0,14.57,0.9738,1.12,0,0,0
2013,1,1,14.57,0.9806,1.13,0,0,0
2013,1,2,14.5,0.9912,1.14,0,0,0
2013,1,3,14.32,1,1.14,0,0,0
2013,1,4,14,1,1.2,0,0,0
2013,1,5,13.71,1,1.31,0,0,0
2013,1,6,13.62,1,1.38,0,0,0
2013,1,7,14.45,1,1.38,0,53.8475,53.8475
2013,1,8,18.98,0.7862,2.41,0,25.7469586276678,344.335
2013,1,9,21.97,0.6519,3.1,0,40.1731109685565,679.49
2013,1,10,23.77,0.5862,3.59,0,54.9895960990755,993.7775
2013,1,11,24.85,0.5581,3.56,0,64.1407752371774,1189.3625
2013,1,12,25.58,0.5394,3.47,0,64.5845861586742,1206.15
2013,1,13,25.98,0.53,3.34,0,58.8734034537424,1114.35
2013,1,14,26,0.5294,3.15,0,44.2005949393135,820.0375
2013,1,15,25.58,0.5406,2.88,0,34.8977813749673,616.4625
2013,1,16,24.38,0.6125,1.93,0,19.1531741483143,291.465
2013,1,17,20.82,0.7619,1.04,0,13.1669332639297,27.115
2013,1,18,19.12,0.8025,1.08,0,0,0
2013,1,19,18.41,0.8438,1.04,0,0,0
2013,1,20,18.03,0.8706,0.98,0,0,0
2013,1,21,17.9,0.8819,0.94,0,0,0
2013,1,22,17.83,0.8875,0.89,0,0,0
2013,1,23,17.62,0.8956,0.88,0,0,0
2013,2,0,17.31,0.9081,0.89,0,0,0
2013,2,1,16.86,0.9294,0.92,0,0,0
2013,2,2,16.37,0.955,0.94,0,0,0
2013,2,3,15.95,0.9794,0.95,0,0,0
2013,2,4,15.62,1,0.94,0,0,0
2013,2,5,15.48,1,0.89,0,0,0
2013,2,6,15.47,1,0.83,0,0,0
2013,2,7,15.83,0.9944,0.72,0,3.97218616902096,51.85
2013,2,8,18.23,0.8881,1.23,0,21.1560026530166,369.665
2013,2,9,20.99,0.7625,1.32,0,37.0960884775436,694.875
2013,2,10,24.12,0.6312,1.24,0,45.38536726063,874.5225
2013,2,11,25.43,0.5956,1.42,0,39.3268635105849,767.3375
2013,2,12,26.19,0.5769,1.75,0,42.4608084812316,831.5125
2013,2,13,26.61,0.5662,2.06,0,49.4009008263675,963.9
2013,2,14,26.58,0.5669,2.29,0,41.4835975816654,799.34
2013,2,15,26.19,0.5794,2.35,0,31.7755791515595,595.2125
2013,2,16,24.91,0.6538,1.64,0,17.8967426443891,312.715
2013,2,17,22.2,0.7681,1.02,0,2.28563499233829,29.835
2013,2,18,20.72,0.8094,1.1,0,0,0
2013,2,19,19.75,0.8631,1.13,0,0,0
2013,2,20,18.76,0.9175,1.09,0,0,0
2013,2,21,17.91,0.9631,1,0,0,0
2013,2,22,17.43,0.9856,0.91,0,0,0
2013,2,23,17.11,0.9975,0.82,0,0,0
2013,3,0,16.8,1,0.73,0,0,0
2013,3,1,16.51,1,0.68,0,0,0
2013,3,2,16.14,1,0.68,0,0,0
2013,3,3,15.8,1,0.75,0,0,0
2013,3,4,15.47,1,0.78,0,0,0
2013,3,5,15.38,1,0.77,0,0,0
2013,3,6,15.65,1,0.62,0,0,0
2013,3,7,16.13,0.9725,0.45,0,47.26,47.26
2013,3,8,18.13,0.8881,0.91,0,25.5386126900974,357.085
2013,3,9,21.2,0.7719,1.27,0,42.9886398643679,737.29
2013,3,10,24.54,0.6519,2.33,0,52.9869154735279,965.4725
2013,3,11,26.06,0.605,2.47,0,60.8689989746051,1135.8975
2013,3,12,26.94,0.5819,2.63,0,62.7461081267827,1178.7375
2013,3,13,27.39,0.57,2.79,0,61.957612792462,1156.2125
2013,3,14,27.58,0.5644,2.82,0,51.6177505581359,940.525
2013,3,15,27.17,0.575,2.61,0,37.670815265052,646.085
2013,3,16,26.23,0.6456,1.71,0,22.5446191766785,315.2225
2013,3,17,23.26,0.7856,0.94,0,28.2625,28.2625
2013,3,18,21.98,0.8094,0.97,0,0,0
2013,3,19,21.6,0.8419,0.89,0,0,0
2013,3,20,21.26,0.8719,0.7,0,0,0
2013,3,21,21.13,0.8888,0.45,0,0,0
2013,3,22,20.66,0.9162,0.2,0,0,0
2013,3,23,20.15,0.9494,0.25,0,0,0
2013,4,0,19.52,0.9838,0.37,0,0,0
2013,4,1,19.12,1,0.44,0,0,0
2013,4,2,18.93,1,0.47,0,0,0
2013,4,3,18.72,1,0.47,0,0,0
2013,4,4,18.65,1,0.46,0,0,0
2013,4,5,18.41,1,0.55,0.01,0,0
2013,4,6,17.87,1,0.68,0.03,0,0
2013,4,7,17.99,1,0.98,0.02,46.665,46.665
2013,4,8,19.88,0.9112,1.84,0.03,19.9041507838089,268.4725
2013,4,9,22.17,0.8238,0.99,0.02,30.412418288153,515.6525
2013,4,10,24.82,0.7106,0.26,0.01,43.9349882228721,795.09
2013,4,11,26.27,0.6462,0.83,0.02,49.7114341483891,922.76
2013,4,12,27.01,0.62,1.21,0.03,47.3644498885572,885.4025
2013,4,13,27.44,0.6056,1.51,0.03,56.0558696690775,1040.5275
2013,4,14,27.3,0.6062,1.63,0.03,45.8489830593934,829.7275
2013,4,15,26.82,0.6219,1.62,0.02,34.3402398868949,582.25
2013,4,16,25.82,0.6681,1.36,0.01,20.6446091397049,278.46
2013,4,17,23.36,0.8062,0.74,0.01,30.09,30.09
2013,4,18,21.9,0.8444,0.99,0.01,0,0
2013,4,19,21.1,0.8894,1.52,0.01,0,0
2013,4,20,20.26,0.9419,1.93,0.01,0,0
2013,4,21,19.65,0.9719,2.03,0.01,0,0
2013,4,22,19.24,0.9775,2.05,0.01,0,0
2013,4,23,18.84,0.9781,2.11,0.01,0,0
2013,5,0,18.41,0.9756,2.24,0.01,0,0
2013,5,1,17.98,0.9712,2.34,0.01,0,0
2013,5,2,17.51,0.9656,2.41,0.01,0,0
2013,5,3,17.1,0.9562,2.56,0.01,0,0
2013,5,4,16.69,0.9481,2.77,0.01,0,0
2013,5,5,16.3,0.945,2.87,0.01,0,0
2013,5,6,16.01,0.9438,2.86,0.01,0,0
2013,5,7,16.12,0.9356,2.99,0.02,2.65905101892398,34.85
2013,5,8,17.71,0.8875,3.21,0.01,11.5835956396922,202.5975
2013,5,9,20.55,0.8081,3.32,0.01,22.064670937979,413.525
2013,5,10,23.51,0.7294,3.19,0.03,27.9128684353541,538.05
2013,5,11,25.26,0.6838,2.77,0.06,38.9006529082286,759.2625
2013,5,12,26.19,0.6538,2.42,0.05,34.268656186589,671.2875
2013,5,13,26.64,0.6344,2.09,0.05,32.7492762238879,639.2
2013,5,14,26.69,0.6275,1.81,0.03,28.1840598111478,543.2775
2013,5,15,26.26,0.6406,1.65,0.02,22.5454222472134,422.535
2013,5,16,25.42,0.6844,1.38,0.01,14.9928225502204,262.225
2013,5,17,23.2,0.8188,0.76,0.02,2.37693219130644,31.1525
2013,5,18,21.94,0.8562,0.96,0.03,0,0
2013,5,19,21.24,0.9025,1.09,0.03,0,0
2013,5,20,20.6,0.9444,1.11,0.03,0,0
2013,5,21,20.01,0.9775,1.05,0.02,0,0
2013,5,22,19.44,1,1.04,0.01,0,0
2013,5,23,18.82,1,1.05,0,0,0
2013,6,0,18.31,1,1.05,0,0,0
2013,6,1,17.98,1,1.04,0,0,0
2013,6,2,17.8,1,1.04,0,0,0
2013,6,3,17.73,1,1.04,0,0,0
2013,6,4,17.65,1,1.07,0,0,0
2013,6,5,17.52,1,1.08,0.01,0,0
2013,6,6,17.4,1,1.08,0.01,0,0
2013,6,7,18.16,1,1,0.04,2.62910011866813,34.51
2013,6,8,21.54,0.93,1.94,0.09,16.8772184951167,295.29
2013,6,9,23.67,0.8412,2.46,0.11,33.8205584693639,633.9725
2013,6,10,25.54,0.7288,2.76,0.23,44.6602552919331,821.865
2013,6,11,26.67,0.6606,2.79,0.42,54.1502901148503,1018.385
2013,6,12,27.22,0.63,2.81,0.59,55.6547663267043,1058.8875
2013,6,13,27.38,0.6175,2.84,0.78,54.2912117654115,1027.0975
2013,6,14,27.17,0.6244,2.79,0.76,48.8549248962824,908.0125
2013,6,15,26.49,0.6638,2.5,0.6,36.3914468159842,644.725
2013,6,16,25.42,0.75,1.71,0.55,22.5484980348469,317.7725
2013,6,17,23.34,0.8575,0.95,0.48,35.615,35.615
