"year","doy","hour","swc","soiltype"
2010,1,0,0.309207753215105,4
2010,1,1,0.301427147839996,4
2010,1,2,0.301427147839996,4
2010,1,3,0.301427147839996,4
2010,1,4,0.294004476202622,4
2010,1,5,0.294004476202622,4
2010,1,6,0.294004476202622,4
2010,1,7,0.274174510838229,4
2010,1,8,0.274174510838229,4
2010,1,9,0.274174510838229,4
2010,1,10,0.271928350596593,4
2010,1,11,0.271928350596593,4
2010,1,12,0.271928350596593,4
2010,1,13,0.272026337171389,4
2010,1,14,0.272026337171389,4
2010,1,15,0.272026337171389,4
2010,1,16,0.26371927453751,4
2010,1,17,0.26371927453751,4
2010,1,18,0.26371927453751,4
2010,1,19,0.260158563167492,4
2010,1,20,0.260158563167492,4
2010,1,21,0.260158563167492,4
2010,1,22,0.255273935115331,4
2010,1,23,0.255273935115331,4
2010,2,0,0.255273935115331,4
2010,2,1,0.251145366429217,4
2010,2,2,0.251145366429217,4
2010,2,3,0.251145366429217,4
2010,2,4,0.247053293718307,4
2010,2,5,0.247053293718307,4
2010,2,6,0.247053293718307,4
2010,2,7,0.236097007251018,4
2010,2,8,0.236097007251018,4
2010,2,9,0.236097007251018,4
2010,2,10,0.230806800399136,4
2010,2,11,0.230806800399136,4
2010,2,12,0.230806800399136,4
2010,2,13,0.229618201831416,4
2010,2,14,0.229618201831416,4
2010,2,15,0.229618201831416,4
2010,2,16,0.227458507864762,4
2010,2,17,0.227458507864762,4
2010,2,18,0.227458507864762,4
2010,2,19,0.225950937263266,4
2010,2,20,0.225950937263266,4
2010,2,21,0.225950937263266,4
2010,2,22,0.224257001042291,4
2010,2,23,0.224257001042291,4
2010,3,0,0.224257001042291,4
2010,3,1,0.222368151225002,4
2010,3,2,0.222368151225002,4
2010,3,3,0.222368151225002,4
2010,3,4,0.220437285401955,4
2010,3,5,0.220437285401955,4
2010,3,6,0.220437285401955,4
2010,3,7,0.219124723677247,4
2010,3,8,0.219124723677247,4
2010,3,9,0.219124723677247,4
2010,3,10,0.217402175789953,4
2010,3,11,0.217402175789953,4
2010,3,12,0.217402175789953,4
2010,3,13,0.216094544299785,4
2010,3,14,0.216094544299785,4
2010,3,15,0.216094544299785,4
2010,3,16,0.214352260618297,4
2010,3,17,0.214352260618297,4
2010,3,18,0.214352260618297,4
2010,3,19,0.212716265804907,4
2010,3,20,0.212716265804907,4
2010,3,21,0.212716265804907,4
2010,3,22,0.210451606152372,4
2010,3,23,0.210451606152372,4
2010,4,0,0.210451606152372,4
2010,4,1,0.207572547724508,4
2010,4,2,0.207572547724508,4
2010,4,3,0.207572547724508,4
2010,4,4,0.204336840822755,4
2010,4,5,0.204336840822755,4
2010,4,6,0.204336840822755,4
2010,4,7,0.199271371044622,4
2010,4,8,0.199271371044622,4
2010,4,9,0.199271371044622,4
2010,4,10,0.196522556197607,4
2010,4,11,0.196522556197607,4
2010,4,12,0.196522556197607,4
2010,4,13,0.19414294780914,4
2010,4,14,0.19414294780914,4
2010,4,15,0.19414294780914,4
2010,4,16,0.192139521390632,4
2010,4,17,0.192139521390632,4
2010,4,18,0.192139521390632,4
2010,4,19,0.191286270311321,4
2010,4,20,0.191286270311321,4
2010,4,21,0.191286270311321,4
2010,4,22,0.190269784537867,4
2010,4,23,0.190269784537867,4
2010,5,0,0.190269784537867,4
2010,5,1,0.189325808828394,4
2010,5,2,0.189325808828394,4
2010,5,3,0.189325808828394,4
2010,5,4,0.188393316184761,4
2010,5,5,0.188393316184761,4
2010,5,6,0.188393316184761,4
2010,5,7,0.187069403935309,4
2010,5,8,0.187069403935309,4
2010,5,9,0.187069403935309,4
2010,5,10,0.185395236477631,4
2010,5,11,0.185395236477631,4
2010,5,12,0.185395236477631,4
2010,5,13,0.184624352761245,4
2010,5,14,0.184624352761245,4
2010,5,15,0.184624352761245,4
2010,5,16,0.184606364371666,4
2010,5,17,0.184606364371666,4
2010,5,18,0.184606364371666,4
2010,5,19,0.184852413100265,4
2010,5,20,0.184852413100265,4
2010,5,21,0.184852413100265,4
2010,5,22,0.184652806691413,4
2010,5,23,0.184652806691413,4
2010,6,0,0.184652806691413,4
2010,6,1,0.18436748613185,4
2010,6,2,0.18436748613185,4
2010,6,3,0.18436748613185,4
2010,6,4,0.184062451617975,4
2010,6,5,0.184062451617975,4
2010,6,6,0.184062451617975,4
2010,6,7,0.18367816656994,4
2010,6,8,0.18367816656994,4
2010,6,9,0.18367816656994,4
2010,6,10,0.183105031618698,4
2010,6,11,0.183105031618698,4
2010,6,12,0.183105031618698,4
2010,6,13,0.183032857002277,4
2010,6,14,0.183032857002277,4
2010,6,15,0.183032857002277,4
2010,6,16,0.18326819558049,4
2010,6,17,0.18326819558049,4
2010,6,18,0.18326819558049,4
2010,6,19,0.183489565711442,4
2010,6,20,0.183489565711442,4
2010,6,21,0.183489565711442,4
2010,6,22,0.183647617891731,4
2010,6,23,0.183647617891731,4
2010,7,0,0.183647617891731,4
2010,7,1,0.183792792108424,4
2010,7,2,0.183792792108424,4
2010,7,3,0.183792792108424,4
2010,7,4,0.183928789333478,4
2010,7,5,0.183928789333478,4
2010,7,6,0.183928789333478,4
2010,7,7,0.184057081484761,4
2010,7,8,0.184057081484761,4
2010,7,9,0.184057081484761,4
2010,7,10,0.184178207144873,4
2010,7,11,0.184178207144873,4
2010,7,12,0.184178207144873,4
2010,7,13,0.184292061372801,4
2010,7,14,0.184292061372801,4
2010,7,15,0.184292061372801,4
2010,7,16,0.184399993640811,4
2010,7,17,0.184399993640811,4
2010,7,18,0.184399993640811,4
2010,7,19,0.184501718828817,4
2010,7,20,0.184501718828817,4
2010,7,21,0.184501718828817,4
2010,7,22,0.184597337768733,4
2010,7,23,0.184597337768733,4
2010,8,0,0.184597337768733,4
2010,8,1,0.184687093117757,4
2010,8,2,0.184687093117757,4
2010,8,3,0.184687093117757,4
2010,8,4,0.184771172587544,4
2010,8,5,0.184771172587544,4
