"","year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
"1",2011,274,0,22.7,0.8819,1.74,0,0,0
"2",2011,274,1,22.25,0.8675,1.86,0,0,0
"3",2011,274,2,21.69,0.8525,1.87,0,0,0
"4",2011,274,3,21.12,0.8375,1.8,0,0,0
"5",2011,274,4,20.62,0.8312,1.56,0,0,0
"6",2011,274,5,20.15,0.8394,1.34,0,0,0
"7",2011,274,6,19.91,0.8531,1.3,0,31.1525,0
"8",2011,274,7,21.87,0.7869,2.45,0,23.4664212317968,310.583578768203
"9",2011,274,8,23.94,0.7325,2.5,0,43.3071903420837,724.880309657916
"10",2011,274,9,26.49,0.6494,2.44,0,57.7627631928167,1030.87473680718
"11",2011,274,10,28.74,0.5788,2.04,0,63.7146218181272,1168.36037818187
"12",2011,274,11,29.93,0.5475,2.02,0,74.1245430236392,1375.97545697636
"13",2011,274,12,30.65,0.5231,2.32,0,77.3761042703895,1441.48889572961
"14",2011,274,13,30.98,0.5075,2.63,0,74.9001134181128,1390.37238658189
"15",2011,274,14,30.97,0.5031,2.9,0,64.8025396449632,1188.30996035504
"16",2011,274,15,30.55,0.5075,3.06,0,46.7920100039409,835.082989996059
"17",2011,274,16,29.47,0.5481,2.94,0,27.4386690897672,459.271330910233
"18",2011,274,17,27.48,0.6419,2.35,0,9.90306860380024,131.0694313962
"19",2011,274,18,24.98,0.6862,2.21,0,0,0
"20",2011,274,19,23.87,0.6838,2.91,0,0,0
"21",2011,274,20,22.68,0.6888,3.12,0,0,0
"22",2011,274,21,21.62,0.6956,3.07,0,0,0
"23",2011,274,22,20.75,0.7106,2.9,0,0,0
"24",2011,274,23,20.26,0.735,2.82,0,0,0
"25",2011,275,0,19.86,0.7831,2.64,0,0,0
"26",2011,275,1,19.55,0.8338,2.55,0,0,0
"27",2011,275,2,19.32,0.8606,2.59,0,0,0
"28",2011,275,3,18.99,0.87,2.69,0,0,0
"29",2011,275,4,18.49,0.87,2.73,0,0,0
"30",2011,275,5,17.95,0.86,2.71,0,0,0
"31",2011,275,6,17.44,0.8438,2.77,0,34,0
"32",2011,275,7,18.09,0.7838,3.05,0,26.9827908716214,354.369709128379
"33",2011,275,8,20.23,0.6956,2.85,0,46.2091612347991,772.128338765201
"34",2011,275,9,23.64,0.5644,2.88,0,64.0592494757593,1142.30325052424
"35",2011,275,10,25.92,0.5312,2.49,0,76.5411084148015,1402.7988915852
"36",2011,275,11,27.36,0.5275,2.05,0,84.2898313171164,1563.98766868288
"37",2011,275,12,28.32,0.5225,1.74,0,81.0384552377851,1509.09904476221
"38",2011,275,13,28.96,0.5175,1.59,0.01,73.3143098734055,1360.33819012659
"39",2011,275,14,29.22,0.5138,1.6,0.01,62.3402787738342,1142.53472122617
"40",2011,275,15,29.12,0.5131,1.69,0.01,48.042744507309,856.697255492691
"41",2011,275,16,28.52,0.5281,1.75,0,28.7982308396567,481.201769160343
"42",2011,275,17,27.15,0.6075,1.33,0,9.96856700539674,130.918932994603
"43",2011,275,18,24.26,0.6725,1.08,0,0,0
"44",2011,275,19,22.96,0.6644,1.32,0,0,0
"45",2011,275,20,21.89,0.6756,1.42,0,0,0
"46",2011,275,21,20.98,0.6912,1.39,0,0,0
"47",2011,275,22,20.26,0.715,1.31,0,0,0
"48",2011,275,23,19.74,0.7425,1.23,0,0,0
"49",2011,276,0,19.34,0.7781,1.17,0,0,0
"50",2011,276,1,19.06,0.8088,1.14,0,0,0
"51",2011,276,2,18.84,0.8306,1.14,0,0,0
"52",2011,276,3,18.7,0.8412,1.18,0,0,0
"53",2011,276,4,18.72,0.8369,1.27,0,0,0
"54",2011,276,5,18.9,0.8256,1.35,0,0,0
"55",2011,276,6,19.04,0.83,1.36,0,33.7875,0
"56",2011,276,7,20.94,0.7719,2.36,0,25.9180661020705,337.669433897929
"57",2011,276,8,23.77,0.7075,2.29,0,45.2325927128078,754.489907287192
"58",2011,276,9,26.78,0.6431,2.22,0,64.1959944686058,1143.78150553139
"59",2011,276,10,28.48,0.6106,1.78,0,74.9643088817825,1373.13819111822
"60",2011,276,11,29.58,0.5856,1.32,0,73.2561951056236,1358.65380489438
"61",2011,276,12,30.3,0.5712,0.95,0,72.7716736141449,1354.59082638586
"62",2011,276,13,30.77,0.5612,0.64,0,61.5585122827501,1141.70148771725
"63",2011,276,14,30.93,0.555,0.4,0,52.2569854301088,957.203014569891
"64",2011,276,15,30.78,0.5556,0.36,0,38.6829257032619,689.214574296738
"65",2011,276,16,30.19,0.5719,0.6,0.01,22.2545221520527,371.210477847947
"66",2011,276,17,29.02,0.635,0.76,0.01,9.05238825400195,117.937611745998
"67",2011,276,18,26.73,0.7244,0.71,0.01,0,0
"68",2011,276,19,25.98,0.7094,1.07,0.01,0,0
"69",2011,276,20,25.48,0.73,1.62,0.01,0,0
"70",2011,276,21,24.94,0.7681,2.15,0.01,0,0
"71",2011,276,22,24.3,0.8069,2.39,0.01,0,0
"72",2011,276,23,23.71,0.8275,2.43,0,0,0
"73",2011,277,0,23.18,0.8306,2.4,0,0,0
"74",2011,277,1,22.67,0.8281,2.32,0,0,0
"75",2011,277,2,22.23,0.8294,2.3,0,0,0
"76",2011,277,3,21.9,0.8312,2.37,0,0,0
"77",2011,277,4,21.53,0.84,2.4,0,0,0
"78",2011,277,5,21.23,0.8481,2.45,0,0,0
"79",2011,277,6,21.02,0.85,2.51,0,31.535,0
"80",2011,277,7,22.56,0.7794,3.37,0,26.22539562292,338.84960437708
"81",2011,277,8,24.95,0.67,3.86,0,44.9981054909353,749.241894509065
"82",2011,277,9,26.73,0.5981,4.12,0,62.5231662166752,1113.02683378332
"83",2011,277,10,28.01,0.5612,3.9,0,76.4022116448668,1398.68778835513
"84",2011,277,11,29.01,0.5306,3.7,0,83.8767026108476,1554.92329738915
"85",2011,277,12,29.66,0.505,3.5,0,85.4773847645919,1590.42511523541
"86",2011,277,13,29.96,0.4838,3.32,0,79.7394233482482,1478.22557665175
"87",2011,277,14,29.88,0.4694,3.21,0,68.6294731028009,1256.3930268972
"88",2011,277,15,29.43,0.4638,3.14,0,52.7468576885797,938.99064231142
"89",2011,277,16,28.41,0.4906,2.84,0,32.5711351121512,542.326364887849
"90",2011,277,17,26.48,0.6,1.9,0,11.174033525016,144.375966474984
"91",2011,277,18,23.74,0.6469,1.64,0,0,0
"92",2011,277,19,22.9,0.6681,1.93,0,0,0
"93",2011,277,20,22.3,0.7044,2.05,0,0,0
"94",2011,277,21,21.62,0.7469,1.9,0,0,0
"95",2011,277,22,21.08,0.7781,1.76,0,0,0
"96",2011,277,23,20.75,0.7956,1.71,0,0,0
"97",2011,278,0,20.73,0.8044,1.69,0,0,0
"98",2011,278,1,20.79,0.8125,1.69,0,0,0
"99",2011,278,2,20.69,0.8281,1.67,0,0,0
"100",2011,278,3,20.66,0.8394,1.67,0,0,0
"101",2011,278,4,20.67,0.8481,1.69,0,0,0
"102",2011,278,5,20.51,0.86,1.67,0,0,0
"103",2011,278,6,20.41,0.8656,1.68,0,32.8525,0
"104",2011,278,7,23.11,0.7612,2.79,0,27.691006796427,354.723993203573
"105",2011,278,8,25.47,0.6556,3.53,0,46.872209136009,779.030290863991
"106",2011,278,9,27.23,0.5612,4.19,0,62.3369648164108,1108.75053518359
"107",2011,278,10,28.36,0.5225,4.41,0,70.4837962442398,1289.60120375576
"108",2011,278,11,29.21,0.4994,4.48,0,78.9908385799617,1463.67416142004
"109",2011,278,12,29.75,0.4838,4.49,0,80.0084911838244,1488.02900881618
"110",2011,278,13,29.9,0.4756,4.48,0,74.7298858569587,1384.72011414304
"111",2011,278,14,29.66,0.4744,4.4,0,63.9380227788976,1169.8369772211
"112",2011,278,15,29.04,0.4819,4.3,0,48.3674218027532,860.282578197247
"113",2011,278,16,28.05,0.5056,4.1,0,30.6805176869261,509.919482313074
"114",2011,278,17,26.37,0.5638,3.3,0,11.1034843878094,142.236515612191
"115",2011,278,18,24.81,0.6012,2.96,0,0,0
"116",2011,278,19,24.08,0.6269,2.97,0,0,0
"117",2011,278,20,23.41,0.6588,2.68,0,0,0
"118",2011,278,21,22.59,0.7025,2.21,0,0,0
"119",2011,278,22,21.69,0.75,1.86,0,0,0
"120",2011,278,23,21.08,0.78,1.71,0,0,0
"121",2011,279,0,20.73,0.795,1.63,0,0,0
"122",2011,279,1,20.56,0.7994,1.59,0,0,0
"123",2011,279,2,20.29,0.8088,1.53,0,0,0
"124",2011,279,3,20,0.8188,1.49,0,0,0
"125",2011,279,4,19.75,0.8312,1.46,0,0,0
"126",2011,279,5,19.49,0.8494,1.42,0,0,0
"127",2011,279,6,19.43,0.8644,1.41,0,33.575,0
"128",2011,279,7,22.45,0.765,2.46,0,28.0571506972214,356.227849302779
"129",2011,279,8,25.23,0.6531,3.18,0,47.2416294492838,783.718370550716
"130",2011,279,9,27.27,0.575,3.88,0.02,63.8538730960524,1134.73112690395
"131",2011,279,10,28.37,0.5656,4.07,0.03,68.4467856284561,1251.60321437154
"132",2011,279,11,29.03,0.5631,4.09,0.07,77.4343897217815,1434.16311027822
"133",2011,279,12,29.48,0.5625,4.13,0.12,81.3541515659618,1512.39584843404
"134",2011,279,13,29.17,0.5781,4.24,0.1,69.9188974587402,1294.96860254126
"135",2011,279,14,28.76,0.5956,4.49,0.08,61.5822738051258,1126.08022619487
"136",2011,279,15,28.26,0.6125,4.75,0.03,47.0198348551777,835.577665144822
"137",2011,279,16,27.51,0.6338,4.76,0.01,29.4656132944976,488.821886705502
"138",2011,279,17,26.51,0.6625,4.2,0,10.3577492841545,131.507250715845
"139",2011,279,18,25.39,0.6925,3.56,0.01,0,0
"140",2011,279,19,24.8,0.7112,3.55,0.01,0,0
"141",2011,279,20,24.32,0.7331,3.3,0.02,0,0
"142",2011,279,21,23.85,0.7638,2.84,0.05,0,0
"143",2011,279,22,23.27,0.8112,2.37,0.12,0,0
"144",2011,279,23,22.86,0.8494,2.17,0.12,0,0
"145",2011,280,0,22.58,0.8738,2.04,0.11,0,0
"146",2011,280,1,22.35,0.8888,1.91,0.12,0,0
"147",2011,280,2,22.2,0.8981,1.84,0.13,0,0
"148",2011,280,3,22.05,0.9062,1.78,0.14,0,0
"149",2011,280,4,21.88,0.9162,1.82,0.13,0,0
"150",2011,280,5,21.79,0.9262,1.96,0.13,0,0
"151",2011,280,6,21.83,0.9319,2.15,0.14,27.115,0
"152",2011,280,7,23.51,0.875,3.31,0.06,26.5862007930992,334.451299206901
"153",2011,280,8,25.64,0.7731,4.01,0.09,44.5977854345193,738.464714565481
"154",2011,280,9,27.44,0.6631,4.9,0.2,60.5224382441428,1074.56756175586
"155",2011,280,10,28.47,0.615,5.09,0.24,70.0439816382695,1280.05351836173
"156",2011,280,11,29.17,0.5838,5.06,0.25,74.7640265315661,1384.04847346843
"157",2011,280,12,29.24,0.5725,4.9,0.37,74.540886209822,1385.12161379018
"158",2011,280,13,28.86,0.58,4.69,0.35,71.4315003671584,1322.35599963284
"159",2011,280,14,28.27,0.5981,4.48,0.34,57.8132401094037,1056.5367598906
"160",2011,280,15,27.57,0.6319,4.18,0.28,40.5174927289679,719.382507271032
"161",2011,280,16,26.52,0.6962,3.62,0.21,24.0283427955752,397.869157204425
"162",2011,280,17,25.4,0.7625,3.11,0.19,7.84911025180611,98.7408897481939
"163",2011,280,18,24.37,0.8181,2.81,0.2,0,0
"164",2011,280,19,23.75,0.8644,2.92,0.19,0,0
"165",2011,280,20,23.36,0.8969,2.9,0.17,0,0
"166",2011,280,21,23.14,0.9162,2.89,0.17,0,0
"167",2011,280,22,23.01,0.9256,2.94,0.17,0,0
"168",2011,280,23,22.9,0.93,3.01,0.16,0,0
"169",2011,281,0,22.78,0.935,2.95,0.17,0,0
"170",2011,281,1,22.7,0.94,2.87,0.22,0,0
"171",2011,281,2,22.65,0.9469,2.84,0.28,0,0
"172",2011,281,3,22.65,0.9525,2.85,0.35,0,0
"173",2011,281,4,22.68,0.9544,2.89,0.47,0,0
"174",2011,281,5,22.73,0.9588,3,0.48,0,0
"175",2011,281,6,22.79,0.9638,3.24,0.61,23.46,0
"176",2011,281,7,23.17,0.9588,3.57,1.12,19.5700159149167,243.844984085083
"177",2011,281,8,23.83,0.9494,3.94,1.44,34.0939485240025,563.456051475997
"178",2011,281,9,24.49,0.9306,4.7,1.73,38.9828578990517,691.507142100948
"179",2011,281,10,24.97,0.92,4.9,1.77,49.1426851664906,897.544814833509
"180",2011,281,11,25.38,0.9,5.14,2.06,57.4785577363887,1063.54394226361
"181",2011,281,12,25.5,0.89,5.1,2.39,51.9305550874478,964.541944912552
"182",2011,281,13,25.25,0.9,4.72,2.67,52.0046169154534,962.257883084547
"183",2011,281,14,24.79,0.915,4.54,2.78,41.840225552525,764.172274447475
"184",2011,281,15,24.15,0.9256,4.74,3.03,26.3476762981896,467.37482370181
"185",2011,281,16,23.51,0.9294,4.93,2.86,15.8466538836669,261.890846116333
"186",2011,281,17,22.99,0.9381,4.67,2.77,4.27837553480351,53.3091244651965
"187",2011,281,18,22.7,0.9488,4.15,2.39,0,0
"188",2011,281,19,22.65,0.9562,3.22,1.66,0,0
"189",2011,281,20,22.79,0.9569,2.73,1.1,0,0
"190",2011,281,21,22.98,0.9506,3.06,0.73,0,0
"191",2011,281,22,22.95,0.9512,3.31,0.47,0,0
"192",2011,281,23,22.65,0.9575,3.29,0.28,0,0
"193",2011,282,0,22.36,0.9612,3.7,0.11,0,0
"194",2011,282,1,22.15,0.9625,3.9,0.09,0,0
"195",2011,282,2,22.01,0.9625,3.89,0.16,0,0
"196",2011,282,3,21.9,0.9612,3.82,0.33,0,0
"197",2011,282,4,21.78,0.9606,3.66,0.56,0,0
"198",2011,282,5,21.69,0.96,3.58,0.69,0,0
"199",2011,282,6,21.6,0.9588,3.62,0.84,22.865,0
"200",2011,282,7,21.78,0.955,4.16,0.12,21.4361220262005,264.461377973799
"201",2011,282,8,22.29,0.9444,4.77,0.13,34.1446861449318,563.192813855068
"202",2011,282,9,23.27,0.9169,5.2,0.14,34.0954999779567,604.254500022043
"203",2011,282,10,24.81,0.8725,5.33,0.15,47.0694915104504,859.15800848955
"204",2011,282,11,26.34,0.8312,4.88,0.27,56.2973914877629,1041.18010851224
"205",2011,282,12,27.44,0.8012,4.07,0.29,55.9238414329424,1038.23865856706
"206",2011,282,13,28.28,0.7738,3.2,0.31,55.6760556021566,1029.68894439784
"207",2011,282,14,28.77,0.7538,2.33,0.2,40.0277207503164,730.624779249684
"208",2011,282,15,28.77,0.7525,1.6,0.15,28.4545334369965,504.282966563003
"209",2011,282,16,28.26,0.7769,1.1,0.09,18.3416848377257,302.533315162274
"210",2011,282,17,27.17,0.8394,0.71,0.06,8.08753942359103,99.777460576409
"211",2011,282,18,25.53,0.9038,0.43,0.04,0,0
"212",2011,282,19,24.84,0.9225,0.24,0.03,0,0
"213",2011,282,20,24.47,0.9256,0.09,0.03,0,0
"214",2011,282,21,24.29,0.9206,0.4,0.02,0,0
"215",2011,282,22,23.47,0.9525,0.72,0.01,0,0
"216",2011,282,23,22.7,0.9775,0.81,0.01,0,0
"217",2011,283,0,22.21,0.9862,0.84,0,0,0
"218",2011,283,1,21.86,0.9869,0.91,0,0,0
"219",2011,283,2,21.54,0.9888,1,0,0,0
"220",2011,283,3,21.3,0.9881,1.02,0,0,0
"221",2011,283,4,21.08,0.9881,0.99,0,0,0
"222",2011,283,5,20.89,0.9906,0.91,0,0,0
"223",2011,283,6,20.88,0.9862,0.81,0,21.59,0
"224",2011,283,7,23.11,0.9075,1.31,0.02,23.0564124063041,281.541087593696
"225",2011,283,8,25.15,0.8262,1.7,0.04,38.3342765543006,631.040723445699
"226",2011,283,9,26.87,0.7594,2.08,0.06,50.7795585594782,899.095441440522
"227",2011,283,10,28.03,0.72,2.24,0.3,70.1606359889763,1279.85186401102
"228",2011,283,11,29.08,0.6906,2.34,0.36,76.0959432295733,1406.64405677043
"229",2011,283,12,29.81,0.6638,2.51,0.52,68.194199736406,1265.45580026359
"230",2011,283,13,30.09,0.6494,2.72,0.51,59.937987845353,1107.96201215465
"231",2011,283,14,30.01,0.6475,2.88,0.46,47.9473346780639,874.642665321936
"232",2011,283,15,29.57,0.6656,2.72,0.33,39.1309323073778,692.846567692622
"233",2011,283,16,28.89,0.7056,2.3,0.23,23.4630111735529,386.236988826447
"234",2011,283,17,27.57,0.7769,1.72,0.15,7.72085806824749,94.2791419317525
"235",2011,283,18,25.33,0.8625,1.08,0.12,0,0
"236",2011,283,19,24.59,0.8875,1.1,0.09,0,0
"237",2011,283,20,24.03,0.9088,1.06,0.06,0,0
"238",2011,283,21,23.46,0.9319,0.98,0.05,0,0
"239",2011,283,22,23.06,0.9519,0.92,0.03,0,0
"240",2011,283,23,22.78,0.965,0.88,0.02,0,0
"241",2011,284,0,22.48,0.9788,0.9,0.01,0,0
"242",2011,284,1,22.14,0.9944,0.95,0.01,0,0
"243",2011,284,2,21.87,1,0.99,0,0,0
"244",2011,284,3,21.68,1,1.01,0,0,0
"245",2011,284,4,21.51,1,1,0.01,0,0
"246",2011,284,5,21.37,1,0.98,0.01,0,0
"247",2011,284,6,21.35,1,0.95,0.01,24.225,0
"248",2011,284,7,23.8,0.9362,1.66,0.01,24.2301857756882,292.734814224312
"249",2011,284,8,26.04,0.8369,2.23,0.01,42.094603778453,691.540396221547
"250",2011,284,9,27.94,0.74,2.61,0.03,56.983281927283,1007.98171807272
"251",2011,284,10,29.14,0.6875,2.68,0.04,68.4230510453862,1247.37694895461
"252",2011,284,11,30.06,0.6462,2.73,0.07,75.9728414969431,1403.66465850306
"253",2011,284,12,30.68,0.6175,2.79,0.08,76.0622702323837,1410.80022976762
"254",2011,284,13,30.97,0.5994,2.83,0.06,71.8528723817276,1327.54462761827
"255",2011,284,14,30.92,0.5912,2.88,0.04,58.2899861538133,1062.64751384619
"256",2011,284,15,30.55,0.5956,2.81,0.03,44.8739365580284,793.778563441972
"257",2011,284,16,29.74,0.6294,2.38,0.02,26.2341413190011,430.980858680999
"258",2011,284,17,28.24,0.7262,1.49,0.02,7.50492479777954,90.6700752022205
"259",2011,284,18,25.63,0.8031,0.98,0.02,0,0
"260",2011,284,19,24.79,0.8438,0.96,0.03,0,0
"261",2011,284,20,24.17,0.8869,0.92,0.04,0,0
"262",2011,284,21,23.65,0.9231,0.9,0.05,0,0
"263",2011,284,22,23.19,0.95,0.9,0.05,0,0
"264",2011,284,23,22.77,0.97,0.9,0.05,0,0
"265",2011,285,0,22.4,0.985,0.89,0.04,0,0
"266",2011,285,1,22.11,0.9931,0.89,0.04,0,0
"267",2011,285,2,21.86,0.9994,0.89,0.03,0,0
"268",2011,285,3,21.67,1,0.9,0.03,0,0
"269",2011,285,4,21.76,0.995,0.88,0.02,0,0
"270",2011,285,5,22.09,0.9775,0.81,0.02,0,0
"271",2011,285,6,22.23,0.9688,0.72,0.02,22.2275,0
"272",2011,285,7,23.7,0.9419,0.81,0.14,23.9341505006193,285.975849499381
"273",2011,285,8,25.81,0.8506,1.38,0.17,41.7194708306104,683.96802916939
"274",2011,285,9,27.74,0.7538,1.8,0.22,53.8644893268557,951.898010673144
"275",2011,285,10,29.05,0.6806,1.9,0.24,68.3534782894486,1245.32152171055
"276",2011,285,11,30.02,0.6256,2.03,0.29,73.3306074496862,1354.15939255031
"277",2011,285,12,30.14,0.6038,2.11,0.29,74.5956621536961,1382.9418378463
"278",2011,285,13,29.83,0.6069,2.23,0.28,67.4882618043557,1246.27173819564
"279",2011,285,14,30.08,0.6031,2.59,0.25,56.6332118729466,1031.79178812705
"280",2011,285,15,29.92,0.61,2.4,0.17,43.4625997758846,768.074900224115
"281",2011,285,16,29,0.6725,1.74,0.08,24.9168470588911,408.498152941109
"282",2011,285,17,27.21,0.7738,1.33,0.08,6.70234987963036,80.0826501203696
"283",2011,285,18,25.48,0.8294,1.14,0.08,0,0
"284",2011,285,19,24.87,0.8656,1.15,0.08,0,0
"285",2011,285,20,24.51,0.8931,1.13,0.06,0,0
"286",2011,285,21,24.12,0.9169,1.02,0.04,0,0
"287",2011,285,22,23.75,0.9312,0.9,0.04,0,0
"288",2011,285,23,23.43,0.9394,0.79,0.05,0,0
"289",2011,286,0,23.24,0.9381,0.7,0.07,0,0
"290",2011,286,1,23.11,0.9331,0.68,0.07,0,0
"291",2011,286,2,22.87,0.9288,0.66,0.07,0,0
"292",2011,286,3,22.88,0.9219,0.51,0.07,0,0
"293",2011,286,4,22.81,0.9238,0.44,0.06,0,0
"294",2011,286,5,22.56,0.935,0.41,0.06,0,0
"295",2011,286,6,22.5,0.9362,0.29,0.06,20.6125,0
"296",2011,286,7,23.26,0.9306,0.23,0.02,22.6896694422213,268.010330557779
"297",2011,286,8,25.11,0.8531,0.17,0.03,39.5324505648265,646.757549435173
"298",2011,286,9,27.7,0.7162,0.81,0.04,53.5564703822706,945.533529617729
"299",2011,286,10,28.84,0.66,1.12,0.06,64.020409193112,1165.63209080689
"300",2011,286,11,29.67,0.6231,1.37,0.09,66.6714788410533,1230.55602115895
"301",2011,286,12,30.3,0.5975,1.61,0.11,67.8837007926429,1257.90379920736
"302",2011,286,13,30.62,0.5825,1.86,0.13,63.2617819413094,1167.62321805869
"303",2011,286,14,30.63,0.5769,2.11,0.13,57.1809150232745,1041.10408497673
"304",2011,286,15,30.28,0.585,2.25,0.12,43.3614216771208,765.541078322879
"305",2011,286,16,29.44,0.6275,2.16,0.05,24.5792546241552,402.120745375845
"306",2011,286,17,27.8,0.7212,1.7,0.05,7.18837919317158,84.9091208068284
"307",2011,286,18,25.44,0.79,1.34,0.02,0,0
"308",2011,286,19,24.57,0.8406,1.48,0.02,0,0
"309",2011,286,20,23.91,0.8881,1.44,0.01,0,0
"310",2011,286,21,23.33,0.9262,1.27,0.01,0,0
"311",2011,286,22,22.85,0.9538,1.09,0.01,0,0
"312",2011,286,23,22.44,0.9731,0.97,0.01,0,0
"313",2011,287,0,22.15,0.9844,0.89,0.01,0,0
"314",2011,287,1,21.92,0.9931,0.86,0.01,0,0
"315",2011,287,2,21.71,1,0.87,0.01,0,0
"316",2011,287,3,21.51,1,0.92,0.01,0,0
"317",2011,287,4,21.29,1,0.95,0,0,0
"318",2011,287,5,21.09,1,0.97,0,0,0
"319",2011,287,6,20.94,1,0.99,0,17.425,0
"320",2011,287,7,22.42,0.9438,1.89,0,18.8083883946863,219.531611605314
"321",2011,287,8,23.96,0.8812,2.26,0,33.4227780696551,545.639721930345
"322",2011,287,9,26.11,0.7706,2.84,0,55.0362644638553,970.701235536145
"323",2011,287,10,27.3,0.7106,2.72,0,62.474435320773,1136.74806467923
"324",2011,287,11,28.19,0.6644,2.34,0,77.6902841015972,1433.1847158984
"325",2011,287,12,28.83,0.6269,1.92,0,75.6589671907897,1401.30103280921
"326",2011,287,13,29.22,0.5981,1.51,0,69.4513988396275,1281.19860116037
"327",2011,287,14,29.29,0.5812,1.11,0,48.3663762831727,880.046123716827
"328",2011,287,15,29.1,0.5781,0.8,0,34.2850729734437,604.702427026556
"329",2011,287,16,28.83,0.5994,0.59,0,18.7461922941875,306.038807705813
"330",2011,287,17,27.49,0.6944,0.56,0,4.81277413451763,56.1747258654824
"331",2011,287,18,25.87,0.6844,0.8,0,0,0
"332",2011,287,19,24.8,0.7169,0.88,0,0,0
"333",2011,287,20,24.07,0.7494,0.92,0,0,0
"334",2011,287,21,23.52,0.7819,0.96,0,0,0
"335",2011,287,22,23.06,0.815,0.95,0,0,0
"336",2011,287,23,22.62,0.8475,0.93,0,0,0
"337",2011,288,0,22.23,0.8769,0.92,0,0,0
"338",2011,288,1,21.87,0.9019,0.97,0,0,0
"339",2011,288,2,21.63,0.9175,1.1,0,0,0
"340",2011,288,3,21.48,0.9269,1.33,0,0,0
"341",2011,288,4,21.42,0.9312,1.64,0,0,0
"342",2011,288,5,21.41,0.9325,1.9,0,0,0
"343",2011,288,6,21.4,0.9275,2.09,0,15.9375,0
"344",2011,288,7,22.68,0.8594,3.03,0,19.9365042565957,229.835995743404
"345",2011,288,8,24.24,0.785,3.4,0,34.3930698758032,560.266930124197
"346",2011,288,9,25.9,0.6856,4.11,0,48.0650282775331,846.899971722467
"347",2011,288,10,26.94,0.6206,4.54,0,53.0333380222035,964.331661977796
"348",2011,288,11,27.62,0.5906,4.68,0,54.1873162787995,999.090183721201
"349",2011,288,12,27.97,0.5744,4.66,0,51.9591899646232,961.878310035377
"350",2011,288,13,27.95,0.5675,4.5,0,36.7436488748427,677.468851125157
"351",2011,288,14,27.55,0.5725,4.28,0,30.7393084241822,558.948191575818
"352",2011,288,15,26.81,0.5975,3.75,0,23.8978462373336,421.077153762666
"353",2011,288,16,26.02,0.6394,3.08,0,11.2406738523476,183.111826147652
"354",2011,288,17,24.82,0.7006,2.16,0,3.70438363930619,42.7056163606938
"355",2011,288,18,23.48,0.74,1.76,0,0,0
"356",2011,288,19,23.18,0.7575,1.99,0,0,0
"357",2011,288,20,23.06,0.7744,2.13,0,0,0
"358",2011,288,21,23.12,0.7894,2.21,0,0,0
"359",2011,288,22,23.18,0.8081,2.25,0,0,0
"360",2011,288,23,23.24,0.8231,2.44,0,0,0
"361",2011,289,0,23.23,0.8362,2.67,0,0,0
"362",2011,289,1,23.02,0.8525,2.63,0,0,0
"363",2011,289,2,22.71,0.8719,2.4,0.01,0,0
"364",2011,289,3,22.65,0.8788,2.68,0.01,0,0
"365",2011,289,4,22.58,0.89,2.6,0.01,0,0
"366",2011,289,5,22.54,0.9038,2.42,0.01,0,0
"367",2011,289,6,22.67,0.9081,2.47,0.01,8.84,0
"368",2011,289,7,23.36,0.8906,2.86,0.56,13.6893936716092,155.800606328391
"369",2011,289,8,24.39,0.8731,3.2,0.59,25.1906003269464,409.456899673054
"370",2011,289,9,25.74,0.8394,3.58,0.63,34.951202245882,615.213797754118
"371",2011,289,10,26.88,0.785,4.51,0.74,37.2805416577312,677.441958342269
"372",2011,289,11,27.4,0.7525,4.96,0.95,46.1031247515036,849.584375248496
"373",2011,289,12,27.62,0.7362,5.07,0.96,61.4150354419547,1136.36246455805
"374",2011,289,13,27.66,0.7269,4.99,0.96,32.8179870710348,604.767012928965
"375",2011,289,14,27.44,0.7306,4.69,0.98,18.894098623348,343.333401376652
"376",2011,289,15,26.86,0.7538,4.22,0.94,12.5041136025436,220.098386397456
"377",2011,289,16,25.79,0.8138,3.3,0.84,7.26628248406101,118.108717515939
"378",2011,289,17,24.6,0.8788,2.56,0.65,2.44404420616494,27.8159557938351
"379",2011,289,18,23.65,0.9169,2.47,0.41,0,0
"380",2011,289,19,23.15,0.9381,2.5,0.24,0,0
"381",2011,289,20,22.76,0.9488,2.47,0.19,0,0
"382",2011,289,21,22.44,0.9512,2.44,0.23,0,0
"383",2011,289,22,22.18,0.9512,2.42,0.28,0,0
"384",2011,289,23,21.96,0.9494,2.47,0.33,0,0
"385",2011,290,0,21.76,0.9506,2.42,0.34,0,0
"386",2011,290,1,21.64,0.9531,2.21,0.36,0,0
"387",2011,290,2,21.58,0.9581,2.07,0.43,0,0
"388",2011,290,3,21.69,0.9569,2.41,0.47,0,0
"389",2011,290,4,21.68,0.9669,2.17,0.45,0,0
"390",2011,290,5,21.71,0.975,1.7,0.5,0,0
"391",2011,290,6,21.86,0.9794,1.42,0.61,7.4375,0
"392",2011,290,7,22.72,0.9669,1.8,0.31,4.13528949199305,46.439710508007
"393",2011,290,8,23.65,0.9538,2.25,0.24,7.62220429226555,123.617795707734
"394",2011,290,9,24.65,0.9288,2.18,0.32,13.8243263843928,243.088173615607
"395",2011,290,10,25.52,0.8869,2.02,0.63,16.3373617466765,296.675138253324
"396",2011,290,11,26.05,0.8525,1.93,1.06,19.8404661239586,365.422033876041
