"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2009,1,0,8.15,0.7075,0.94,0,0,0
2009,1,1,7.48,0.7269,0.95,0,0,0
2009,1,2,6.95,0.7438,0.99,0,0,0
2009,1,3,6.68,0.7519,1.05,0,0,0
2009,1,4,6.59,0.7588,1.18,0,0,0
2009,1,5,6.68,0.7619,1.29,0,0,0
2009,1,6,6.33,0.7881,1.08,0,0,0
2009,1,7,6.59,0.7788,1.28,0,7.38233458917917,15.385
2009,1,8,8.29,0.7044,1.75,0,16.7167500441826,232.6875
2009,1,9,10.53,0.63,1.92,0,29.6158970425713,507.2375
2009,1,10,13.3,0.5594,2.35,0,44.5974012130682,811.9625
2009,1,11,15.4,0.515,2.43,0,49.7465909834231,927.775
2009,1,12,16.41,0.4938,2.29,0,39.8666943104563,748.51
2009,1,13,16.65,0.495,2.15,0,38.2089368309233,712.5975
2009,1,14,16.37,0.5162,1.98,0,31.6418619965004,576.0875
2009,1,15,15.9,0.55,1.8,0,21.1418050107002,362.1
2009,1,16,15.08,0.5956,1.53,0,13.1352435963604,182.835
2009,1,17,13.71,0.6525,1.29,0,26.35,26.35
2009,1,18,12.8,0.6975,1.22,0,0,0
2009,1,19,12.24,0.7356,1.2,0,0,0
2009,1,20,11.73,0.7775,1.06,0,0,0
2009,1,21,11.09,0.8294,0.85,0,0,0
2009,1,22,10.69,0.8688,0.81,0,0,0
2009,1,23,10.44,0.8981,0.78,0,0,0
2009,2,0,10.11,0.9312,0.71,0,0,0
2009,2,1,9.62,0.9738,0.73,0,0,0
2009,2,2,10.42,0.9394,0.87,0,0,0
2009,2,3,11.38,0.8969,0.8,0,0,0
2009,2,4,11.59,0.8962,0.74,0,0,0
2009,2,5,11.4,0.9194,0.73,0,0,0
2009,2,6,11.3,0.9412,0.71,0,0,0
2009,2,7,11.33,0.9581,0.68,0,13.09,13.09
2009,2,8,13.14,0.8744,1.15,0,13.4815344465127,188.0625
2009,2,9,15.37,0.7819,1.08,0,27.4808091760208,465.1625
2009,2,10,18.47,0.6644,1.4,0,42.4934626252611,768.2725
2009,2,11,20.2,0.6212,1.49,0,43.7671218987071,811.835
2009,2,12,21.04,0.61,1.45,0,50.2259467281289,938.2725
2009,2,13,21.65,0.6025,1.39,0,43.6433953474281,809.54
2009,2,14,22.07,0.5956,1.34,0,37.7920782555912,683.2725
2009,2,15,21.92,0.6044,1.29,0,32.3392254168248,547.4
2009,2,16,20.8,0.6581,1.07,0,22.4301321929663,300.7725
2009,2,17,17.22,0.8338,0.56,0,33.2775,33.2775
2009,2,18,15.25,0.9194,0.64,0,0,0
2009,2,19,14.45,0.9625,0.65,0,0,0
2009,2,20,13.78,1,0.66,0,0,0
2009,2,21,13.24,1,0.64,0,0,0
2009,2,22,12.83,1,0.64,0,0,0
2009,2,23,12.42,1,0.64,0,0,0
2009,3,0,12.05,1,0.65,0,0,0
2009,3,1,11.73,1,0.66,0,0,0
2009,3,2,11.54,1,0.64,0,0,0
2009,3,3,11.5,1,0.73,0,0,0
2009,3,4,11.71,1,0.9,0,0,0
2009,3,5,11.98,1,0.96,0,0,0
2009,3,6,12.12,1,0.97,0,0,0
2009,3,7,12.21,1,0.91,0,5.28082719720573,11.6875
2009,3,8,14.19,0.9725,0.64,0.01,8.49596316611632,129.625
2009,3,9,15.76,0.9038,0.87,0,18.6879662317495,350.115
2009,3,10,18.88,0.7844,0.73,0,30.500386698081,587.775
2009,3,11,22.3,0.6569,1.07,0,35.3961307740489,690.71
2009,3,12,23,0.6156,0.91,0,27.3056130732237,534.7775
2009,3,13,22.66,0.6212,0.81,0,31.1447618797009,607.75
2009,3,14,22.14,0.6419,0.66,0,24.90975182609,480.0375
2009,3,15,21.62,0.6894,0.54,0,21.0018440608809,393.465
2009,3,16,21.12,0.7306,0.41,0,10.6696854940262,186.49
2009,3,17,19.74,0.7419,0.53,0,1.46981126398144,19.21
2009,3,18,19.08,0.7619,0.32,0,0,0
2009,3,19,18.56,0.7912,0.14,0,0,0
2009,3,20,17.9,0.8281,0.16,0,0,0
2009,3,21,17.41,0.8569,0.32,0,0,0
2009,3,22,16.65,0.8956,0.56,0,0,0
2009,3,23,15.95,0.9288,0.7,0,0,0
2009,4,0,15.26,0.96,0.77,0,0,0
2009,4,1,14.81,0.9788,0.78,0,0,0
2009,4,2,14.66,0.98,0.79,0,0,0
2009,4,3,14.33,0.9944,0.8,0,0,0
2009,4,4,13.98,1,0.77,0,0,0
2009,4,5,13.71,1,0.75,0,0,0
2009,4,6,13.48,1,0.74,0,0,0
2009,4,7,13.37,1,0.65,0,1.02293425478496,13.3875
2009,4,8,15.88,0.9331,0.82,0,13.0289995805872,227.8
2009,4,9,17.98,0.84,0.74,0,28.3786484072299,531.76
2009,4,10,21.4,0.6831,0.91,0,42.6136073800295,821.3125
2009,4,11,23.47,0.5869,0.88,0,54.0249940965941,1054.34
2009,4,12,24.47,0.5362,0.72,0,59.5117016908616,1165.6475
2009,4,13,24.96,0.5069,0.7,0,57.1504099472856,1074.1025
2009,4,14,25.08,0.495,0.71,0,49.9843025052582,919.0625
2009,4,15,24.76,0.5006,0.66,0,34.5444485604173,608.8975
2009,4,16,23.75,0.5612,0.53,0,22.077974295021,333.965
2009,4,17,20.94,0.6625,0.7,0,16.6425173609758,38.76
2009,4,18,19.18,0.7112,0.87,0,0,0
2009,4,19,17.94,0.7788,0.88,0,0,0
2009,4,20,17.05,0.8325,0.87,0,0,0
2009,4,21,16.37,0.8775,0.84,0,0,0
2009,4,22,15.76,0.9156,0.81,0,0,0
2009,4,23,15.19,0.9469,0.79,0,0,0
2009,5,0,14.59,0.9825,0.75,0,0,0
2009,5,1,14.14,1,0.74,0,0,0
2009,5,2,13.88,1,0.74,0,0,0
2009,5,3,13.63,1,0.74,0,0,0
2009,5,4,13.29,1,0.75,0.01,0,0
2009,5,5,13.05,1,0.79,0.01,0,0
2009,5,6,13.03,1,0.81,0.01,0,0
2009,5,7,13.15,1,0.76,0,18.615,18.615
2009,5,8,15.33,0.9212,0.5,0,19.3692538727319,272.2125
2009,5,9,17.98,0.8031,0.35,0,36.2035921644491,621.9025
2009,5,10,22.21,0.6138,0.58,0,51.0626404199363,931.26
2009,5,11,24.08,0.5431,0.71,0,58.1205214889397,1085.365
2009,5,12,25.15,0.5062,0.72,0,62.7848625455803,1180.225
2009,5,13,25.69,0.4912,0.76,0,59.6043722216043,1113.075
2009,5,14,25.7,0.4938,0.83,0,48.3943890836444,882.5975
2009,5,15,25.19,0.5162,0.86,0,38.0022671800682,652.8
2009,5,16,23.71,0.6006,0.72,0,24.2531484870117,340.85
2009,5,17,19.98,0.7556,0.7,0,39.95,39.95
2009,5,18,17.94,0.8281,0.75,0,0,0
2009,5,19,16.9,0.89,0.7,0,0,0
2009,5,20,16.19,0.9344,0.72,0,0,0
2009,5,21,15.8,0.9612,0.73,0,0,0
2009,5,22,15.58,0.9744,0.72,0,0,0
2009,5,23,15.09,1,0.77,0,0,0
2009,6,0,14.29,1,0.82,0,0,0
2009,6,1,13.52,1,0.73,0,0,0
2009,6,2,13.17,1,0.65,0.01,0,0
2009,6,3,12.99,1,0.69,0.01,0,0
2009,6,4,12.94,1,0.74,0.01,0,0
2009,6,5,12.93,1,0.79,0.01,0,0
2009,6,6,12.99,1,0.81,0.01,0,0
2009,6,7,13.44,1,0.82,0.04,12.24,12.24
2009,6,8,16.12,0.9431,1.3,0.04,15.2599318318658,207.1875
2009,6,9,18.5,0.8644,1.16,0.04,29.6215102157191,503.2
2009,6,10,22.15,0.7131,1.9,0.03,44.4084343787536,804.525
2009,6,11,24.24,0.63,2.23,0.01,51.1921129573283,951.0225
2009,6,12,25.36,0.5769,2.36,0,50.9115031170726,952.425
2009,6,13,25.88,0.5512,2.44,0,54.3217018443831,1009.1625
2009,6,14,25.9,0.5481,2.46,0,43.9688650782473,817.0625
2009,6,15,25.37,0.5675,2.37,0,33.4978147056781,593.3
2009,6,16,24.15,0.62,1.99,0,21.4036606630958,327.9725
2009,6,17,21.35,0.7519,1,0,17.403383157045,43.6475
2009,6,18,19.27,0.8769,0.77,0.01,0,0
2009,6,19,18.33,0.9569,0.75,0.01,0,0
2009,6,20,17.89,1,0.8,0.01,0,0
2009,6,21,17.69,1,0.88,0.01,0,0
2009,6,22,17.66,1,0.96,0.01,0,0
2009,6,23,17.63,1,1.04,0,0,0
2009,7,0,17.54,1,1.08,0,0,0
2009,7,1,17.6,1,1.29,0,0,0
2009,7,2,17.63,1,1.48,0,0,0
2009,7,3,17.8,1,1.69,0.01,0,0
2009,7,4,18.3,0.9831,2.03,0.01,0,0
2009,7,5,18.96,0.9612,2.36,0.05,0,0
2009,7,6,19.34,0.9606,2.54,0.21,0,0
2009,7,7,19.58,0.9594,2.66,0.45,0.963317220443859,12.665
2009,7,8,20.37,0.9338,2.72,0.6,7.84291460902915,137.275
2009,7,9,21.26,0.8919,2.72,0.63,14.2240352951195,266.6875
2009,7,10,21.29,0.7806,2.99,0.47,23.8975509851889,460.785
2009,7,11,20.55,0.6012,2.98,0.18,40.0818330286606,782.51
2009,7,12,20.38,0.465,2.99,0.03,36.6249195749111,717.6125
2009,7,13,20.72,0.4356,3.41,0,45.4871769027734,888.0375
2009,7,14,20.8,0.4406,3.89,0,36.1923802966982,697.85
2009,7,15,19.94,0.4412,3.77,0,24.3157333244218,455.8975
2009,7,16,18.39,0.4444,2.96,0,13.6826079943899,239.4875
2009,7,17,15.7,0.5175,1.47,0,2.86085818823092,37.6125
2009,7,18,13.35,0.6081,1.03,0,0,0
2009,7,19,12.68,0.6262,1,0,0,0
2009,7,20,11.14,0.6919,0.78,0,0,0
2009,7,21,10.19,0.7438,0.83,0,0,0
2009,7,22,9.49,0.79,0.83,0,0,0
2009,7,23,9.05,0.8306,0.77,0,0,0
2009,8,0,8.76,0.8644,0.81,0,0,0
2009,8,1,8.48,0.8962,0.83,0,0,0
2009,8,2,8.11,0.9338,0.82,0,0,0
2009,8,3,7.73,0.9638,0.82,0,0,0
2009,8,4,7.48,0.9731,0.81,0,0,0
2009,8,5,7.27,0.9656,0.96,0,0,0
2009,8,6,7.48,0.9325,0.99,0,0,0
2009,8,7,8.02,0.885,0.91,0,21.6749999870267,21.675
2009,8,8,11.28,0.7544,0.79,0,22.5739482880342,320.025
2009,8,9,14.71,0.5944,1.29,0,40.316971453811,694.45
2009,8,10,17.9,0.4638,2.15,0,54.4721016374583,995.01
2009,8,11,19.33,0.4325,2.5,0,63.635256080395,1189.7875
2009,8,12,20.13,0.4144,2.78,0,62.2970904172511,1172.3625
2009,8,13,20.43,0.4112,2.94,0,63.6420753612752,1189.915
2009,8,14,20.3,0.4238,2.97,0,57.4967783899227,1050.26
2009,8,15,19.73,0.4525,2.83,0,44.5929391116724,768.1025
2009,8,16,18.67,0.5006,2.46,0,28.6356379876896,405.96
2009,8,17,16.55,0.5988,1.56,0,55.0374999670579,55.0375
2009,8,18,14.98,0.6938,1.23,0,0,0
2009,8,19,14.46,0.745,1.17,0,0,0
2009,8,20,14.23,0.7744,1.16,0,0,0
2009,8,21,14,0.8,1.11,0,0,0
2009,8,22,13.28,0.8519,0.98,0,0,0
2009,8,23,12.51,0.9075,0.9,0,0,0
2009,9,0,11.58,0.9694,0.82,0,0,0
2009,9,1,10.72,1,0.79,0,0,0
2009,9,2,9.86,1,0.81,0,0,0
2009,9,3,9.08,0.9975,0.82,0,0,0
2009,9,4,8.33,0.9662,0.8,0,0,0
2009,9,5,7.47,0.9588,0.75,0,0,0
2009,9,6,6.6,0.9675,0.7,0,0,0
2009,9,7,6.26,0.9506,0.66,0,20.4,20.4
2009,9,8,9.14,0.7388,1.07,0,22.872929349709,313.99
2009,9,9,12.19,0.4612,1.38,0,40.5354532061923,690.8375
2009,9,10,14.65,0.3425,1.2,0,54.9224916704545,996.8375
2009,9,11,16.87,0.2856,0.93,0,64.31356420625,1196.46
2009,9,12,19.01,0.2438,0.65,0,68.0555971446605,1274.7875
2009,9,13,20.22,0.2356,0.51,0,65.9606969070423,1227.1025
