"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2010,1,0,17.63,0.96,1.39,0,0,0
2010,1,1,17.4,0.9725,1.4,0,0,0
2010,1,2,17.15,0.9888,1.4,0,0,0
2010,1,3,16.9,1,1.37,0,0,0
2010,1,4,16.58,1,1.32,0.01,0,0
2010,1,5,16.34,1,1.31,0,0,0
2010,1,6,16.12,1,1.31,0.01,0,0
2010,1,7,16.65,1,1.38,0,19.2843947435555,39.3975
2010,1,8,18.92,0.9175,2.57,0,17.4883030563678,266.05
2010,1,9,21.12,0.8338,3.51,0,30.7321046769899,542.9375
2010,1,10,23.06,0.7494,4.66,0,41.9297978793312,777.9625
2010,1,11,23.78,0.7112,5.15,0.04,41.4246501556068,784.125
2010,1,12,24.15,0.695,5.69,0.38,27.9942216618309,548.165
2010,1,13,23.87,0.71,5.91,1.13,20.3721066013621,397.46
2010,1,14,23.39,0.75,6.06,0.96,10.6102520733113,204.425
2010,1,15,22.61,0.8106,6.06,0.84,6.85302237466676,128.35
2010,1,16,21.63,0.8775,5.28,1.25,4.25280203745298,74.29
2010,1,17,19.26,0.9025,5.63,1.92,1.55487158590062,20.2725
2010,1,18,16.15,0.9031,5.58,1.29,0,0
2010,1,19,14.3,0.9288,4.78,0.33,0,0
2010,1,20,13.33,0.9506,4.61,0.02,0,0
2010,1,21,12.58,0.9575,4.58,0,0,0
2010,1,22,11.91,0.9562,4.46,0,0,0
2010,1,23,11.25,0.9531,4.43,0,0,0
2010,2,0,10.65,0.9494,4.79,0,0,0
2010,2,1,10.08,0.9431,5.01,0,0,0
2010,2,2,9.47,0.9375,4.74,0,0,0
2010,2,3,8.83,0.9362,4.34,0,0,0
2010,2,4,8.13,0.9562,4.34,0,0,0
2010,2,5,7.52,0.9444,4.81,0,0,0
2010,2,6,6.49,0.9531,4.31,0,0,0
2010,2,7,6.17,0.9356,4.29,0,4.60708477800381,60.1375
2010,2,8,7.29,0.8412,4.74,0,24.4322886467638,426.9125
2010,2,9,9.33,0.6994,5.06,0,42.6934004209136,799.7225
2010,2,10,11.65,0.5694,5.29,0,56.5017715466569,1088.7225
2010,2,11,13.72,0.4694,5.49,0,64.9268982289401,1266.84
2010,2,12,15.19,0.41,5.66,0,67.3817113071955,1319.54
2010,2,13,15.97,0.3788,5.57,0,63.7986060495724,1244.825
2010,2,14,16.17,0.3706,5.31,0,54.6821220355513,1053.66
