"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2009,1,0,16.51,0.9162,3.23,0,0,0
2009,1,1,15.44,0.9538,2.74,0,0,0
2009,1,2,14.63,0.9906,2.47,0,0,0
2009,1,3,14.19,1,2.29,0,0,0
2009,1,4,13.94,1,2.08,0,0,0
2009,1,5,14.12,0.9775,2.01,0,0,0
2009,1,6,14.68,0.9238,2.04,0,0,0
2009,1,7,15.88,0.8631,2.21,0,21.1069511044211,43.9875
2009,1,8,19.2,0.7575,3.21,0,25.5773908895191,356.0225
2009,1,9,21.09,0.6481,4.58,0,40.7376775658058,697.7225
2009,1,10,22.06,0.5938,5.16,0,50.9817975657372,928.2
2009,1,11,22.54,0.5738,4.98,0,56.9134727352722,1061.4375
2009,1,12,22.77,0.565,4.71,0,51.7348000491414,971.3375
2009,1,13,22.8,0.5638,4.47,0,58.7547574587997,1095.7775
2009,1,14,22.53,0.5725,4.4,0,40.6453781691674,740.01
2009,1,15,21.86,0.5969,4.37,0,32.8492036070011,562.615
2009,1,16,20.64,0.6581,4.13,0,20.9852462198478,292.1025
2009,1,17,18.95,0.7381,3.79,0,30.6,30.6
2009,1,18,18.01,0.7769,3.79,0,0,0
2009,1,19,17.45,0.7994,3.61,0,0,0
2009,1,20,17.05,0.8125,3.36,0,0,0
2009,1,21,16.78,0.8231,3.16,0,0,0
2009,1,22,16.54,0.8344,2.99,0,0,0
2009,1,23,16.35,0.84,2.92,0,0,0
2009,2,0,16.16,0.845,2.83,0,0,0
2009,2,1,15.94,0.8512,2.69,0,0,0
2009,2,2,15.72,0.8575,2.56,0,0,0
2009,2,3,15.53,0.8638,2.4,0,0,0
2009,2,4,15.33,0.8725,2.21,0,0,0
2009,2,5,15.22,0.8812,2.09,0,0,0
2009,2,6,15.23,0.8844,2.1,0,0,0
2009,2,7,16.07,0.8662,2.07,0,54.2725,54.2725
2009,2,8,19.23,0.7612,2.8,0,26.6949615413207,372.385
2009,2,9,21.12,0.6788,3.13,0,37.1800659916415,629.34
2009,2,10,22.33,0.6375,2.8,0,52.0866374315724,941.715
2009,2,11,23.02,0.6194,2.14,0,51.3190239915842,951.915
2009,2,12,23.38,0.61,1.51,0.01,51.8525967218152,968.66
2009,2,13,23.46,0.5994,0.93,0.01,47.1306511075492,874.225
2009,2,14,23.37,0.5944,0.66,0,40.1686280544593,726.24
2009,2,15,23.05,0.5988,0.52,0,37.4411901720258,633.76
2009,2,16,22.4,0.6444,0.67,0,22.1702380514058,297.2875
2009,2,17,21.15,0.7162,0.89,0,30.8125,30.8125
2009,2,18,19.97,0.7581,1.17,0,0,0
2009,2,19,18.97,0.7944,1.37,0,0,0
2009,2,20,18.18,0.8162,1.5,0,0,0
2009,2,21,17.68,0.8356,1.56,0,0,0
2009,2,22,17.32,0.8469,1.58,0,0,0
2009,2,23,17.02,0.855,1.6,0,0,0
2009,3,0,16.75,0.8662,1.63,0,0,0
2009,3,1,16.55,0.8762,1.64,0,0,0
2009,3,2,16.6,0.8706,1.57,0,0,0
2009,3,3,16.84,0.8538,1.48,0,0,0
2009,3,4,17.04,0.8444,1.35,0,0,0
2009,3,5,17.22,0.8412,1.21,0,0,0
2009,3,6,17.14,0.8525,1.21,0,0,0
2009,3,7,17.22,0.86,1.27,0,22.7171584519795,50.2775
2009,3,8,19.53,0.8125,1.5,0,25.1396942866229,383.5625
2009,3,9,21.53,0.7094,2.15,0,40.0391604746758,750.125
2009,3,10,22.86,0.6569,2.27,0,54.1971802679206,1044.4375
2009,3,11,23.68,0.6344,2.19,0,62.8514362464622,1226.465
2009,3,12,24.2,0.6162,2.26,0,61.2385282465528,1199.35
2009,3,13,24.36,0.6038,2.72,0,58.4236529666418,1140.0625
2009,3,14,23.93,0.6119,2.73,0,49.6386626030664,956.59
2009,3,15,23.61,0.625,2.76,0,32.8321115892342,615.1025
2009,3,16,22.41,0.7119,2.2,0,16.5905342127942,289.9775
2009,3,17,20.15,0.8006,1.88,0,1.88604100245406,24.65
2009,3,18,19.32,0.825,1.99,0,0,0
2009,3,19,19,0.8419,2.12,0,0,0
2009,3,20,18.75,0.8606,2.02,0,0,0
2009,3,21,18.62,0.8725,1.93,0,0,0
2009,3,22,18.62,0.8788,1.94,0,0,0
2009,3,23,18.64,0.8856,2,0,0,0
2009,4,0,18.51,0.8981,1.95,0,0,0
2009,4,1,18.48,0.91,1.85,0,0,0
2009,4,2,18.46,0.9212,1.69,0,0,0
2009,4,3,18.27,0.9388,1.57,0,0,0
2009,4,4,18.3,0.9425,1.49,0,0,0
2009,4,5,18.08,0.9594,1.52,0,0,0
2009,4,6,17.9,0.9762,1.58,0,0,0
2009,4,7,18.44,0.9544,1.55,0.01,3.92287168184201,51.34
2009,4,8,21.3,0.8444,2.25,0.01,19.2153435978623,335.9625
2009,4,9,22.91,0.7762,2.45,0.07,35.5980568055845,667.0375
2009,4,10,23.87,0.7431,2.19,0.17,49.367836585982,951.49
2009,4,11,24.47,0.7206,1.89,0.26,54.138235780447,1056.55
2009,4,12,24.87,0.7019,1.59,0.3,46.7488100386339,915.6625
2009,4,13,25.01,0.6919,1.3,0.32,48.3968295687812,909.585
2009,4,14,24.85,0.6956,1.3,0.3,39.321755108414,723.01
2009,4,15,24.41,0.7162,1.61,0.21,27.1542946665331,478.635
2009,4,16,23.53,0.7825,1.62,0.13,15.236555688712,230.4775
2009,4,17,21.76,0.8756,1.46,0.12,12.9198490039155,30.09
2009,4,18,20.86,0.8962,1.75,0.09,0,0
2009,4,19,20.46,0.9088,1.88,0.06,0,0
2009,4,20,20.13,0.9188,1.84,0.04,0,0
2009,4,21,19.74,0.9275,1.75,0.02,0,0
2009,4,22,19.32,0.94,1.73,0.01,0,0
2009,4,23,19.04,0.9475,1.71,0,0,0
2009,5,0,18.81,0.9538,1.64,0,0,0
2009,5,1,18.63,0.9594,1.58,0,0,0
2009,5,2,18.48,0.9656,1.58,0,0,0
2009,5,3,18.35,0.9725,1.59,0,0,0
2009,5,4,18.26,0.9762,1.57,0,0,0
2009,5,5,18.16,0.9788,1.56,0,0,0
2009,5,6,18.1,0.9788,1.53,0,0,0
2009,5,7,18.78,0.9531,1.4,0,53.465,53.465
2009,5,8,21.62,0.8562,1.92,0,28.2993720126504,397.715
2009,5,9,23,0.7756,1.93,0.06,44.8307995639867,770.1
2009,5,10,24.04,0.7381,1.53,0.07,52.025075181411,948.8125
2009,5,11,24.85,0.7019,1.3,0.03,60.5602269880447,1130.925
2009,5,12,25.41,0.6706,1.2,0.03,62.8481674123889,1181.415
2009,5,13,25.7,0.6519,1.09,0.05,59.5019592109142,1111.1625
2009,5,14,25.76,0.64,0.94,0.01,51.5054070172249,939.335
2009,5,15,25.49,0.6406,0.86,0,38.2744188330505,657.475
2009,5,16,24.84,0.6888,0.89,0,23.3852365648456,328.6525
2009,5,17,23.06,0.7894,1,0.01,36.635,36.635
2009,5,18,21.78,0.8312,1.33,0.01,0,0
2009,5,19,21.12,0.8581,1.62,0,0,0
2009,5,20,20.62,0.8862,1.78,0.01,0,0
2009,5,21,20.23,0.9106,1.88,0.01,0,0
2009,5,22,19.9,0.9312,1.91,0,0,0
2009,5,23,19.58,0.9506,1.91,0,0,0
2009,6,0,19.22,0.9712,1.87,0,0,0
2009,6,1,18.76,0.9944,1.82,0,0,0
2009,6,2,18.47,1,1.74,0,0,0
2009,6,3,18.23,1,1.69,0,0,0
2009,6,4,18.02,1,1.67,0,0,0
2009,6,5,17.87,1,1.71,0,0,0
2009,6,6,17.75,1,1.81,0,0,0
2009,6,7,18.65,0.9869,1.95,0.01,51.34,51.34
2009,6,8,21.61,0.8725,3.09,0,29.0486497230184,394.4
2009,6,9,23.42,0.78,3.83,0,42.6759899712615,724.965
2009,6,10,24.67,0.7169,4.02,0,52.2672962471542,946.9
2009,6,11,25.4,0.6862,3.92,0.01,61.9100398110211,1150.135
2009,6,12,25.8,0.6731,3.85,0.01,59.617120249809,1115.285
2009,6,13,26.01,0.6712,3.94,0.01,60.578591907318,1125.4
2009,6,14,25.86,0.6819,4.02,0.01,49.0461540495715,911.4125
2009,6,15,25.4,0.7044,3.92,0,38.2249418525396,677.025
2009,6,16,24.44,0.7619,3.36,0,24.6626086064854,377.91
2009,6,17,22.51,0.8494,2.69,0,17.2339247037144,43.2225
2009,6,18,21.42,0.8994,2.65,0.01,0,0
2009,6,19,20.85,0.935,2.53,0,0,0
2009,6,20,20.28,0.9744,2.33,0,0,0
2009,6,21,19.81,1,2.2,0,0,0
2009,6,22,19.49,1,2.22,0,0,0
2009,6,23,19.32,1,2.29,0,0,0
2009,7,0,19.26,1,2.37,0,0,0
2009,7,1,19.23,1,2.45,0,0,0
2009,7,2,19.28,1,2.59,0,0,0
2009,7,3,19.45,1,2.82,0,0,0
2009,7,4,19.65,1,2.97,0,0,0
2009,7,5,19.75,1,2.97,0,0,0
2009,7,6,19.84,1,3.01,0.01,0,0
2009,7,7,20.58,0.9906,3.45,0.05,3.55586893452431,46.75
2009,7,8,22.23,0.9306,4.06,0.07,18.8909831759278,330.65
2009,7,9,23.7,0.85,4.84,0.11,36.6356746517484,686.885
2009,7,10,25.11,0.76,5.43,0.09,48.7847718091853,940.6525
2009,7,11,26.13,0.6944,5.63,0.07,47.5443859084264,928.2
2009,7,12,26.71,0.6606,5.81,0.09,47.2360600285957,925.5225
2009,7,13,26.93,0.6419,5.96,0.13,41.3618741877336,807.5
2009,7,14,26.78,0.6431,5.97,0.19,33.6972661373887,649.74
2009,7,15,26.11,0.6856,5.41,0.23,22.1962953959857,416.16
2009,7,16,24.87,0.7706,4.56,0.1,9.92626468164433,173.74
2009,7,17,23.19,0.8594,4,0.03,1.78439968350675,23.46
2009,7,18,21.91,0.9044,3.77,0,0,0
2009,7,19,20.48,0.92,2.36,0,0,0
2009,7,20,18.98,0.9188,1.35,0,0,0
2009,7,21,17.81,0.8956,1.4,0,0,0
2009,7,22,16.96,0.8631,1.85,0,0,0
2009,7,23,16.23,0.8469,2.04,0,0,0
2009,8,0,15.45,0.85,1.87,0,0,0
2009,8,1,14.66,0.8638,1.63,0,0,0
2009,8,2,14.05,0.8862,1.45,0,0,0
2009,8,3,13.41,0.9294,1.39,0,0,0
2009,8,4,12.45,0.9969,1.58,0,0,0
2009,8,5,11.81,1,1.95,0,0,0
2009,8,6,11.26,1,2.05,0,0,0
2009,8,7,11.71,0.9931,2,0,47.259999971713,47.26
2009,8,8,14.05,0.8462,2.61,0,27.9791048303085,396.6525
2009,8,9,16.56,0.63,2.25,0,45.0420020740098,775.8375
2009,8,10,18.71,0.4962,2.21,0,59.1021837431538,1079.585
2009,8,11,20.11,0.4844,2.98,0,67.9132182859069,1269.7725
2009,8,12,21.02,0.5031,3.51,0,70.3030061514964,1323.025
2009,8,13,21.67,0.5219,3.37,0,67.2835713513018,1258
2009,8,14,22.05,0.535,3.22,0,58.5112084392107,1068.79
2009,8,15,21.95,0.5519,3.21,0,44.6792973736603,769.59
2009,8,16,21.08,0.6244,2.49,0,27.7902391275003,393.975
2009,8,17,18.39,0.7512,1.64,0,49.2149999705429,49.215
2009,8,18,17.05,0.765,1.68,0,0,0
2009,8,19,16.26,0.7888,1.71,0,0,0
2009,8,20,15.37,0.8175,1.8,0,0,0
2009,8,21,14.52,0.8444,1.98,0,0,0
2009,8,22,13.65,0.8662,2.15,0,0,0
2009,8,23,12.83,0.8819,2.18,0,0,0
2009,9,0,12.14,0.8944,2.06,0,0,0
2009,9,1,11.62,0.9088,1.92,0.02,0,0
2009,9,2,11.21,0.9325,1.79,0.02,0,0
2009,9,3,10.93,0.9594,1.71,0.02,0,0
2009,9,4,10.86,0.975,1.66,0,0,0
2009,9,5,10.96,0.9825,1.61,0,0,0
2009,9,6,10.94,0.9969,1.61,0,0,0
2009,9,7,11.58,0.9831,1.64,0,58.99,58.99
2009,9,8,14.6,0.8656,2.9,0,30.9905282607725,425.425
2009,9,9,17.13,0.7725,3.4,0,47.0016746865771,801.04
2009,9,10,19.83,0.6231,3.97,0,60.9451157837101,1106.1475
2009,9,11,21.13,0.5494,3.68,0,69.5291036735301,1293.4875
2009,9,12,21.9,0.5044,3.33,0,72.14642033692,1351.415
2009,9,13,22.37,0.4775,3.04,0,69.1019000465562,1285.54
2009,9,14,22.44,0.4662,2.81,0,60.3245888047004,1094.885
2009,9,15,22.05,0.4781,2.63,0,46.6450724221363,794.9625
2009,9,16,20.76,0.5906,2.04,0,30.2165390434705,414.8
2009,9,17,17.61,0.7219,1.82,0,54.1025,54.1025
2009,9,18,16.22,0.7638,2.06,0,0,0
2009,9,19,15.74,0.8062,2.19,0,0,0
2009,9,20,15.36,0.8394,2.18,0,0,0
2009,9,21,15.05,0.8656,2.06,0,0,0
2009,9,22,14.85,0.8831,1.95,0,0,0
2009,9,23,14.8,0.8919,1.86,0,0,0
2009,10,0,14.86,0.9006,1.79,0,0,0
2009,10,1,14.94,0.9119,1.75,0.01,0,0
