"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2009,1,0,13.87,0.8238,2.45,0,0,0
2009,1,1,13.22,0.7675,2.61,0,0,0
2009,1,2,12.59,0.7369,2.6,0,0,0
2009,1,3,12.11,0.7369,2.58,0,0,0
2009,1,4,11.88,0.7519,2.72,0,0,0
2009,1,5,11.73,0.7756,2.66,0,0,0
2009,1,6,11.75,0.7981,2.5,0,0,0
2009,1,7,12.15,0.8069,2.48,0,17.5789293256145,36.635
2009,1,8,13.8,0.7612,3.01,0,24.9453603399035,347.225
2009,1,9,15.76,0.7088,3.25,0,41.9858381198413,719.1
2009,1,10,18.49,0.6194,4.51,0,53.2624393341312,969.7225
2009,1,11,20.44,0.555,5.27,0,54.3611968808776,1013.8375
2009,1,12,21.44,0.5212,5.03,0,53.3306448986117,1001.3
2009,1,13,22.14,0.4981,4.74,0,56.0930983535025,1046.1375
2009,1,14,22.09,0.4969,4.41,0,44.7257894395387,814.3
2009,1,15,21.45,0.5131,4.13,0,32.3330656442986,553.775
2009,1,16,20.26,0.5531,4.01,0,20.6799174519175,287.8525
2009,1,17,18.65,0.6106,3.52,0,31.79,31.79
2009,1,18,17.33,0.6619,3.54,0,0,0
2009,1,19,16.41,0.7069,3.55,0,0,0
2009,1,20,15.57,0.7581,3.4,0,0,0
2009,1,21,14.94,0.8038,3.14,0,0,0
2009,1,22,14.54,0.835,2.86,0,0,0
2009,1,23,14.08,0.8694,2.36,0,0,0
2009,2,0,13.77,0.8938,2.05,0,0,0
2009,2,1,13.48,0.9169,1.79,0,0,0
2009,2,2,13.05,0.9462,1.51,0,0,0
2009,2,3,13.05,0.9494,1.39,0,0,0
2009,2,4,13.51,0.9212,1.44,0,0,0
2009,2,5,13.24,0.9344,1.45,0,0,0
2009,2,6,12.84,0.9556,1.37,0,0,0
2009,2,7,13.37,0.9244,1.45,0,30.7275,30.7275
2009,2,8,16.39,0.7744,2.69,0.01,19.3829428584664,270.385
2009,2,9,19.12,0.6644,3.07,0.02,37.4236145060384,633.4625
2009,2,10,21.32,0.5994,3.14,0.01,50.2813058336192,909.075
2009,2,11,22.6,0.5725,2.49,0.01,57.910899695834,1074.1875
2009,2,12,23.41,0.55,1.92,0,58.0315916628669,1084.09
2009,2,13,23.84,0.5375,1.57,0.06,47.252086426397,876.4775
2009,2,14,23.98,0.5306,1.33,0.01,43.4525450366737,785.6125
2009,2,15,23.78,0.53,1.1,0,31.1214828448404,526.7875
2009,2,16,23.1,0.5531,0.83,0,20.0403738669105,268.7275
2009,2,17,21.41,0.6275,0.5,0,32.385,32.385
2009,2,18,20.26,0.6512,0.56,0.01,0,0
2009,2,19,19.19,0.6988,0.65,0,0,0
2009,2,20,18.32,0.7419,0.83,0,0,0
2009,2,21,17.13,0.805,0.94,0,0,0
2009,2,22,16.05,0.865,1,0,0,0
2009,2,23,15.12,0.9181,1.03,0,0,0
2009,3,0,14.5,0.9562,1.06,0,0,0
2009,3,1,13.98,0.9894,1.04,0,0,0
2009,3,2,13.52,1,1.03,0,0,0
2009,3,3,13.15,1,1,0,0,0
2009,3,4,12.96,1,0.97,0,0,0
2009,3,5,12.94,1,0.94,0,0,0
2009,3,6,12.84,1,0.94,0,0,0
2009,3,7,13.1,1,0.93,0,16.0921206954851,35.615
2009,3,8,15.99,0.8912,1.78,0,22.9948117823902,350.8375
2009,3,9,18.92,0.7588,1.64,0,37.7661157837055,707.54
2009,3,10,22.96,0.5738,1.95,0,50.7457626842259,977.925
2009,3,11,24.4,0.5194,1.96,0,56.6769327549271,1105.9775
2009,3,12,24.71,0.4994,2.05,0,59.6977998604772,1169.175
