"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2010,1,0,7.28,1,1.59,0.01,0,0
2010,1,1,6.84,1,1.62,0.02,0,0
2010,1,2,6.76,0.99,2.19,0.01,0,0
2010,1,3,6.5,0.9838,2.57,0.01,0,0
2010,1,4,6,0.9831,2.6,0.01,0,0
2010,1,5,5.6,0.9806,2.6,0.04,0,0
2010,1,6,5.61,0.9731,2.41,0.09,3.5275,3.5275
2010,1,7,5.65,0.9681,3.17,0.13,11.3376430800839,23.1625
2010,1,8,5.86,0.9594,3.63,0.16,10.3753342025354,157.8875
2010,1,9,6.51,0.9319,4.05,0.17,12.0931734020531,213.6475
2010,1,10,7.65,0.8731,4.12,0.09,25.1693318272653,466.99
2010,1,11,9.33,0.7975,4.82,0.02,27.4104167413323,534.7775
2010,1,12,10.11,0.7331,5.21,0,24.015821265945,470.2625
2010,1,13,10.55,0.6762,5.42,0,25.7635698005036,502.6475
2010,1,14,10.48,0.6425,5.38,0,36.2976502840617,699.3375
2010,1,15,9.48,0.6581,4.78,0,18.3692768618965,344.0375
2010,1,16,7.11,0.75,3.82,0,1.9658261134222,34.34
2010,1,17,5.44,0.7975,3.76,0,0,0
2010,1,18,4.29,0.8338,3.43,0,0,0
2010,1,19,3.22,0.8738,3.06,0,0,0
2010,1,20,2.52,0.8919,3.24,0,0,0
2010,1,21,1.76,0.91,3.17,0,0,0
2010,1,22,0.96,0.9275,3.05,0,0,0
2010,1,23,0.23,0.94,3.03,0,0,0
2010,2,0,-0.45,0.9538,2.97,0,0,0
2010,2,1,-1.11,0.9688,2.82,0,0,0
2010,2,2,-1.65,0.975,2.83,0,0,0
2010,2,3,-2.06,0.9706,2.91,0,0,0
2010,2,4,-2.49,0.965,2.85,0,0,0
2010,2,5,-2.85,0.9569,2.83,0,0,0
2010,2,6,-3.07,0.9406,2.95,0,9.4775,9.4775
2010,2,7,-1.82,0.8512,3.7,0,18.8906755349669,246.585
2010,2,8,0.3,0.7044,4.7,0,34.7694938980078,607.5375
2010,2,9,2.21,0.6544,4.99,0,48.2884434903706,904.5275
2010,2,10,3.76,0.6225,5.19,0,57.1480228275707,1101.175
2010,2,11,4.9,0.5869,5.32,0,60.4224421923912,1178.95
2010,2,12,5.55,0.5538,5.28,0,57.9628557585859,1135.09
2010,2,13,5.68,0.53,5.14,0,49.7341608716247,970.4025
2010,2,14,5.19,0.5275,4.85,0,36.2562408043075,698.615
2010,2,15,4.01,0.5681,4.06,0,20.0712240199067,349.01
2010,2,16,1.13,0.7456,2.27,0,2.44544626461131,35.615
2010,2,17,-0.66,0.8212,1.96,0,0,0
2010,2,18,-1.45,0.835,1.98,0,0,0
2010,2,19,-2.18,0.8469,1.95,0,0,0
2010,2,20,-2.79,0.8538,1.94,0,0,0
2010,2,21,-3.35,0.8612,1.99,0,0,0
2010,2,22,-3.93,0.8725,2.04,0,0,0
2010,2,23,-4.35,0.8819,2.09,0,0,0
2010,3,0,-4.79,0.8962,2.02,0,0,0
2010,3,1,-5.03,0.9056,2,0,0,0
2010,3,2,-5.19,0.9144,2,0,0,0
2010,3,3,-4.81,0.9006,2.23,0,0,0
2010,3,4,-4.52,0.8944,2.3,0,0,0
2010,3,5,-4.45,0.9025,2.22,0,0,0
2010,3,6,-4.36,0.9044,2.26,0,7.4375,7.4375
2010,3,7,-3.55,0.8256,2.81,0,196.01,196.01
2010,3,8,-2.05,0.6994,3.23,0,36.809402484775,514.675
2010,3,9,-0.77,0.6338,3.17,0,47.0253296464209,806.5225
2010,3,10,0.47,0.5919,3.23,0,52.8656265883484,963.2625
2010,3,11,1.93,0.5544,3.26,0,56.651189789101,1057.1875
2010,3,12,2.99,0.5325,3.37,0,58.1761734443922,1092.8875
2010,3,13,3.67,0.5219,3.6,0,49.3679534093806,921.2725
2010,3,14,3.71,0.5319,3.47,0,36.1650800905511,658.9625
2010,3,15,2.94,0.6288,2.37,0,19.2715386341474,330.5225
2010,3,16,-0.16,0.81,1.23,0,2.55325335154509,35.7
2010,3,17,-1.63,0.825,1.35,0,0,0
2010,3,18,-2.1,0.8325,1.49,0,0,0
2010,3,19,-2.53,0.8431,1.64,0,0,0
2010,3,20,-2.92,0.8512,1.82,0,0,0
