"year","doy","hour","swc","soiltype"
2007,1,0,0.471558468332464,4
2007,1,1,0.471558468332464,4
2007,1,2,0.471558468332464,4
2007,1,3,0.471558468332464,4
2007,1,4,0.467623022972029,4
2007,1,5,0.467623022972029,4
2007,1,6,0.467623022972029,4
2007,1,7,0.463801908574037,4
2007,1,8,0.463801908574037,4
2007,1,9,0.463801908574037,4
2007,1,10,0.459969942070721,4
2007,1,11,0.459969942070721,4
2007,1,12,0.459969942070721,4
2007,1,13,0.457088361287314,4
2007,1,14,0.457088361287314,4
2007,1,15,0.457088361287314,4
2007,1,16,0.454907086286765,4
2007,1,17,0.454907086286765,4
2007,1,18,0.454907086286765,4
2007,1,19,0.453073337928563,4
2007,1,20,0.453073337928563,4
2007,1,21,0.453073337928563,4
2007,1,22,0.452951883964523,4
2007,1,23,0.452951883964523,4
2007,2,0,0.452951883964523,4
2007,2,1,0.453638054827073,4
2007,2,2,0.453638054827073,4
2007,2,3,0.453638054827073,4
2007,2,4,0.453328585208596,4
2007,2,5,0.453328585208596,4
2007,2,6,0.453328585208596,4
2007,2,7,0.454434976685132,4
2007,2,8,0.454434976685132,4
2007,2,9,0.454434976685132,4
2007,2,10,0.452280904073792,4
2007,2,11,0.452280904073792,4
2007,2,12,0.452280904073792,4
2007,2,13,0.450741927282667,4
2007,2,14,0.450741927282667,4
2007,2,15,0.450741927282667,4
2007,2,16,0.449552491531602,4
2007,2,17,0.449552491531602,4
2007,2,18,0.449552491531602,4
2007,2,19,0.449270062143517,4
2007,2,20,0.449270062143517,4
2007,2,21,0.449270062143517,4
2007,2,22,0.449498216263673,4
2007,2,23,0.449498216263673,4
2007,3,0,0.449498216263673,4
2007,3,1,0.448359329800228,4
2007,3,2,0.448359329800228,4
2007,3,3,0.448359329800228,4
2007,3,4,0.447608092209129,4
2007,3,5,0.447608092209129,4
2007,3,6,0.447608092209129,4
2007,3,7,0.446313978794204,4
2007,3,8,0.446313978794204,4
2007,3,9,0.446313978794204,4
2007,3,10,0.444640580899696,4
2007,3,11,0.444640580899696,4
2007,3,12,0.444640580899696,4
2007,3,13,0.442736456847395,4
2007,3,14,0.442736456847395,4
2007,3,15,0.442736456847395,4
2007,3,16,0.441643517314584,4
2007,3,17,0.441643517314584,4
2007,3,18,0.441643517314584,4
2007,3,19,0.440865327266109,4
2007,3,20,0.440865327266109,4
2007,3,21,0.440865327266109,4
2007,3,22,0.440295382067053,4
2007,3,23,0.440295382067053,4
2007,4,0,0.440295382067053,4
2007,4,1,0.439745872428592,4
2007,4,2,0.439745872428592,4
2007,4,3,0.439745872428592,4
2007,4,4,0.445606930806415,4
2007,4,5,0.445606930806415,4
2007,4,6,0.445606930806415,4
2007,4,7,0.463177923094637,4
2007,4,8,0.463177923094637,4
2007,4,9,0.463177923094637,4
2007,4,10,0.471558468332464,4
2007,4,11,0.471558468332464,4
2007,4,12,0.471558468332464,4
2007,4,13,0.471558468332464,4
2007,4,14,0.471558468332464,4
2007,4,15,0.471558468332464,4
2007,4,16,0.471558468332464,4
2007,4,17,0.471558468332464,4
2007,4,18,0.471558468332464,4
2007,4,19,0.471558468332464,4
2007,4,20,0.471558468332464,4
2007,4,21,0.471558468332464,4
2007,4,22,0.46895873729541,4
2007,4,23,0.46895873729541,4
2007,5,0,0.46895873729541,4
2007,5,1,0.468377927804065,4
2007,5,2,0.468377927804065,4
2007,5,3,0.468377927804065,4
2007,5,4,0.46485022759748,4
2007,5,5,0.46485022759748,4
2007,5,6,0.46485022759748,4
2007,5,7,0.461450124764128,4
2007,5,8,0.461450124764128,4
2007,5,9,0.461450124764128,4
2007,5,10,0.458627509436996,4
2007,5,11,0.458627509436996,4
2007,5,12,0.458627509436996,4
2007,5,13,0.455896444782351,4
2007,5,14,0.455896444782351,4
2007,5,15,0.455896444782351,4
2007,5,16,0.453818661667265,4
2007,5,17,0.453818661667265,4
2007,5,18,0.453818661667265,4
2007,5,19,0.452214440573929,4
2007,5,20,0.452214440573929,4
2007,5,21,0.452214440573929,4
2007,5,22,0.451078645047707,4
2007,5,23,0.451078645047707,4
2007,6,0,0.451078645047707,4
2007,6,1,0.449947431573703,4
2007,6,2,0.449947431573703,4
2007,6,3,0.449947431573703,4
2007,6,4,0.448820662313262,4
2007,6,5,0.448820662313262,4
2007,6,6,0.448820662313262,4
2007,6,7,0.447472647317742,4
2007,6,8,0.447472647317742,4
2007,6,9,0.447472647317742,4
2007,6,10,0.445555295514966,4
2007,6,11,0.445555295514966,4
2007,6,12,0.445555295514966,4
2007,6,13,0.443559437540975,4
2007,6,14,0.443559437540975,4
2007,6,15,0.443559437540975,4
2007,6,16,0.44248036092024,4
2007,6,17,0.44248036092024,4
2007,6,18,0.44248036092024,4
2007,6,19,0.441557836770403,4
2007,6,20,0.441557836770403,4
2007,6,21,0.441557836770403,4
2007,6,22,0.440837619057796,4
2007,6,23,0.440837619057796,4
2007,7,0,0.440837619057796,4
2007,7,1,0.44028816888597,4
2007,7,2,0.44028816888597,4
2007,7,3,0.44028816888597,4
2007,7,4,0.439752935438503,4
2007,7,5,0.439752935438503,4
2007,7,6,0.439752935438503,4
2007,7,7,0.439077590901723,4
2007,7,8,0.439077590901723,4
2007,7,9,0.439077590901723,4
2007,7,10,0.438065792301593,4
2007,7,11,0.438065792301593,4
2007,7,12,0.438065792301593,4
2007,7,13,0.436886872379773,4
2007,7,14,0.436886872379773,4
2007,7,15,0.436886872379773,4
2007,7,16,0.436428679502664,4
2007,7,17,0.436428679502664,4
2007,7,18,0.436428679502664,4
2007,7,19,0.436768003039421,4
2007,7,20,0.436768003039421,4
2007,7,21,0.436768003039421,4
2007,7,22,0.436042298801202,4
2007,7,23,0.436042298801202,4
2007,8,0,0.436042298801202,4
2007,8,1,0.43550037097305,4
2007,8,2,0.43550037097305,4
2007,8,3,0.43550037097305,4
2007,8,4,0.434971936855622,4
2007,8,5,0.434971936855622,4
2007,8,6,0.434971936855622,4
2007,8,7,0.434142461219489,4
2007,8,8,0.434142461219489,4
2007,8,9,0.434142461219489,4
2007,8,10,0.432971472964362,4
2007,8,11,0.432971472964362,4
2007,8,12,0.432971472964362,4
2007,8,13,0.431751967003187,4
2007,8,14,0.431751967003187,4
2007,8,15,0.431751967003187,4
2007,8,16,0.431404198114666,4
2007,8,17,0.431404198114666,4
2007,8,18,0.431404198114666,4
2007,8,19,0.440418382649594,4
2007,8,20,0.440418382649594,4
2007,8,21,0.440418382649594,4
2007,8,22,0.447946791200788,4
2007,8,23,0.447946791200788,4
2007,9,0,0.447946791200788,4
2007,9,1,0.448837499981848,4
2007,9,2,0.448837499981848,4
2007,9,3,0.448837499981848,4
2007,9,4,0.447569452218326,4
2007,9,5,0.447569452218326,4
2007,9,6,0.447569452218326,4
2007,9,7,0.448726787395313,4
2007,9,8,0.448726787395313,4
2007,9,9,0.448726787395313,4
2007,9,10,0.446718636200355,4
2007,9,11,0.446718636200355,4
2007,9,12,0.446718636200355,4
2007,9,13,0.444574338455021,4
2007,9,14,0.444574338455021,4
2007,9,15,0.444574338455021,4
2007,9,16,0.443310088815154,4
2007,9,17,0.443310088815154,4
2007,9,18,0.443310088815154,4
2007,9,19,0.442360850937906,4
2007,9,20,0.442360850937906,4
2007,9,21,0.442360850937906,4
2007,9,22,0.44143162723359,4
2007,9,23,0.44143162723359,4
2007,10,0,0.44143162723359,4
2007,10,1,0.44075400503396,4
2007,10,2,0.44075400503396,4
2007,10,3,0.44075400503396,4
2007,10,4,0.440207780383963,4
2007,10,5,0.440207780383963,4
2007,10,6,0.440207780383963,4
2007,10,7,0.439488959110635,4
2007,10,8,0.439488959110635,4
2007,10,9,0.439488959110635,4
2007,10,10,0.438341525123272,4
2007,10,11,0.438341525123272,4
2007,10,12,0.438341525123272,4
2007,10,13,0.437169367513402,4
2007,10,14,0.437169367513402,4
2007,10,15,0.437169367513402,4
2007,10,16,0.436714669244055,4
2007,10,17,0.436714669244055,4
2007,10,18,0.436714669244055,4
2007,10,19,0.436229646911366,4
2007,10,20,0.436229646911366,4
2007,10,21,0.436229646911366,4
2007,10,22,0.435699646307819,4
2007,10,23,0.435699646307819,4
2007,11,0,0.435699646307819,4
2007,11,1,0.435165232510321,4
2007,11,2,0.435165232510321,4
2007,11,3,0.435165232510321,4
2007,11,4,0.43463373322546,4
2007,11,5,0.43463373322546,4
2007,11,6,0.43463373322546,4
2007,11,7,0.43393241838341,4
2007,11,8,0.43393241838341,4
2007,11,9,0.43393241838341,4
2007,11,10,0.433247489407864,4
2007,11,11,0.433247489407864,4
2007,11,12,0.433247489407864,4
2007,11,13,0.432634030564759,4
2007,11,14,0.432634030564759,4
2007,11,15,0.432634030564759,4
2007,11,16,0.442112982210031,4
2007,11,17,0.442112982210031,4
2007,11,18,0.442112982210031,4
2007,11,19,0.451299593000271,4
2007,11,20,0.451299593000271,4
2007,11,21,0.451299593000271,4
2007,11,22,0.462923100911337,4
2007,11,23,0.462923100911337,4
2007,12,0,0.462923100911337,4
2007,12,1,0.471558468332464,4
2007,12,2,0.471558468332464,4
2007,12,3,0.471558468332464,4
2007,12,4,0.471558468332464,4
2007,12,5,0.471558468332464,4
2007,12,6,0.471558468332464,4
2007,12,7,0.471558468332464,4
2007,12,8,0.471558468332464,4
2007,12,9,0.471558468332464,4
2007,12,10,0.466570430178522,4
2007,12,11,0.466570430178522,4
2007,12,12,0.466570430178522,4
2007,12,13,0.462662681543438,4
2007,12,14,0.462662681543438,4
2007,12,15,0.462662681543438,4
2007,12,16,0.459655011855113,4
2007,12,17,0.459655011855113,4
2007,12,18,0.459655011855113,4
2007,12,19,0.457556645706098,4
2007,12,20,0.457556645706098,4
2007,12,21,0.457556645706098,4
2007,12,22,0.471558468332464,4
2007,12,23,0.471558468332464,4
2007,13,0,0.471558468332464,4
2007,13,1,0.471558468332464,4
2007,13,2,0.471558468332464,4
2007,13,3,0.471558468332464,4
2007,13,4,0.471558468332464,4
2007,13,5,0.471558468332464,4
2007,13,6,0.471558468332464,4
2007,13,7,0.471558468332464,4
2007,13,8,0.471558468332464,4
2007,13,9,0.471558468332464,4
2007,13,10,0.471558468332464,4
2007,13,11,0.471558468332464,4
2007,13,12,0.471558468332464,4
2007,13,13,0.471558468332464,4
2007,13,14,0.471558468332464,4
2007,13,15,0.471558468332464,4
2007,13,16,0.471558468332464,4
2007,13,17,0.471558468332464,4
2007,13,18,0.471558468332464,4
2007,13,19,0.471558468332464,4
2007,13,20,0.471558468332464,4
2007,13,21,0.471558468332464,4
2007,13,22,0.471558468332464,4
2007,13,23,0.471558468332464,4
2007,14,0,0.471558468332464,4
2007,14,1,0.471558468332464,4
2007,14,2,0.471558468332464,4
2007,14,3,0.471558468332464,4
2007,14,4,0.471558468332464,4
2007,14,5,0.471558468332464,4
2007,14,6,0.471558468332464,4
2007,14,7,0.471558484577853,4
2007,14,8,0.471558484577853,4
2007,14,9,0.471558484577853,4
2007,14,10,0.467270702611031,4
2007,14,11,0.467270702611031,4
2007,14,12,0.467270702611031,4
2007,14,13,0.466134566577808,4
2007,14,14,0.466134566577808,4
2007,14,15,0.466134566577808,4
2007,14,16,0.471558468332464,4
2007,14,17,0.471558468332464,4
2007,14,18,0.471558468332464,4
2007,14,19,0.471558468332464,4
2007,14,20,0.471558468332464,4
2007,14,21,0.471558468332464,4
2007,14,22,0.471558468332464,4
2007,14,23,0.471558468332464,4
2007,15,0,0.471558468332464,4
2007,15,1,0.471558468332464,4
2007,15,2,0.471558468332464,4
2007,15,3,0.471558468332464,4
2007,15,4,0.471558468332464,4
2007,15,5,0.471558468332464,4
2007,15,6,0.471558468332464,4
2007,15,7,0.471558468332464,4
2007,15,8,0.471558468332464,4
2007,15,9,0.471558468332464,4
2007,15,10,0.471558468332464,4
2007,15,11,0.471558468332464,4
2007,15,12,0.471558468332464,4
2007,15,13,0.471558468332464,4
2007,15,14,0.471558468332464,4
2007,15,15,0.471558468332464,4
2007,15,16,0.471558468332464,4
2007,15,17,0.471558468332464,4
2007,15,18,0.471558468332464,4
2007,15,19,0.471558468332464,4
2007,15,20,0.471558468332464,4
2007,15,21,0.471558468332464,4
2007,15,22,0.471558468332464,4
2007,15,23,0.471558468332464,4
2007,16,0,0.471558468332464,4
2007,16,1,0.469010388608629,4
2007,16,2,0.469010388608629,4
2007,16,3,0.469010388608629,4
2007,16,4,0.468308757480168,4
2007,16,5,0.468308757480168,4
2007,16,6,0.468308757480168,4
2007,16,7,0.42417733687524,4
2007,16,8,0.42417733687524,4
2007,16,9,0.42417733687524,4
2007,16,10,0.432272791356816,4
2007,16,11,0.432272791356816,4
2007,16,12,0.432272791356816,4
2007,16,13,0.458906314404748,4
2007,16,14,0.458906314404748,4
2007,16,15,0.458906314404748,4
2007,16,16,0.449682375406767,4
2007,16,17,0.449682375406767,4
2007,16,18,0.449682375406767,4
2007,16,19,0.442887053333333,4
2007,16,20,0.442887053333333,4
2007,16,21,0.442887053333333,4
