"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2008,1,0,8.26,0.9231,1.7,0,0,0
2008,1,1,7.7,0.9638,2.11,0,0,0
2008,1,2,6.97,1,2.33,0,0,0
2008,1,3,6.29,1,2.3,0,0,0
2008,1,4,6.07,1,2.49,0,0,0
2008,1,5,6.01,0.9856,2.82,0,0,0
2008,1,6,5.84,0.9594,3.1,0,9.9875,9.9875
2008,1,7,7.01,0.8681,3.96,0,245.0975,245.0975
2008,1,8,8.73,0.6812,5.16,0,43.2803528541165,602.4375
2008,1,9,9.87,0.5262,5.64,0,52.4202618369768,897.8125
2008,1,10,10.73,0.455,5.69,0,60.0623466742866,1093.525
2008,1,11,11.27,0.4156,5.9,0,62.8566293676481,1172.2775
2008,1,12,11.39,0.3925,6.07,0,60.1101559967162,1128.5875
2008,1,13,11.04,0.3862,6.1,0,51.7246047705789,964.665
2008,1,14,10.23,0.3988,5.91,0,28.4088130208343,517.225
2008,1,15,8.99,0.4362,5.23,0,15.6032476416999,267.24
2008,1,16,6.66,0.5444,3.91,0,2.48842945863174,34.6375
2008,1,17,5.1,0.6188,3.8,0,0,0
2008,1,18,4.23,0.6538,3.84,0,0,0
2008,1,19,3.43,0.6831,3.8,0,0,0
2008,1,20,2.74,0.705,3.82,0,0,0
2008,1,21,2.14,0.7219,4.06,0,0,0
2008,1,22,1.57,0.7388,4.31,0,0,0
2008,1,23,1.05,0.7556,4.39,0,0,0
2008,2,0,0.69,0.7612,4.51,0,0,0
2008,2,1,0.32,0.7581,4.65,0,0,0
2008,2,2,-0.22,0.76,4.59,0,0,0
2008,2,3,-0.74,0.7406,4.77,0,0,0
2008,2,4,-1.43,0.71,4.88,0,0,0
2008,2,5,-2.35,0.6956,4.6,0,0,0
2008,2,6,-3.2,0.6875,4.3,0,9.6475,9.6475
2008,2,7,-2.49,0.6,4.97,0,247.9025,247.9025
2008,2,8,-1.16,0.4531,6.17,0,45.2596139205254,606.9
2008,2,9,-0.07,0.3925,6.23,0,53.3120165586523,902.4025
2008,2,10,0.92,0.3638,6.17,0,60.6760666749593,1097.01
2008,2,11,1.75,0.3475,6.14,0,63.2655098872945,1173.51
2008,2,12,2.35,0.3388,6.05,0,59.2666616428585,1128.375
2008,2,13,2.62,0.3419,5.97,0,50.8575025144469,962.8375
2008,2,14,2.44,0.3581,5.79,0,37.2765695721587,691.7725
2008,2,15,1.64,0.3956,5.28,0,19.4816173978799,344.335
2008,2,16,-0.24,0.5019,3.88,0,2.29561364042733,34.9775
2008,2,17,-1.78,0.6175,3.29,0,0,0
2008,2,18,-2.45,0.6594,3.38,0,0,0
2008,2,19,-3.05,0.6875,3.39,0,0,0
2008,2,20,-3.65,0.7156,3.36,0,0,0
2008,2,21,-4.44,0.7675,2.91,0,0,0
2008,2,22,-5.03,0.7994,2.81,0,0,0
2008,2,23,-5.39,0.8106,2.88,0,0,0
2008,3,0,-5.65,0.8212,2.89,0,0,0
2008,3,1,-5.85,0.8325,2.84,0,0,0
2008,3,2,-6.04,0.8456,2.71,0,0,0
2008,3,3,-6.16,0.8556,2.75,0,0,0
2008,3,4,-6.26,0.8662,2.7,0,0,0
2008,3,5,-6.34,0.8769,2.49,0,0,0
2008,3,6,-6.31,0.8825,2.31,0,9.2225,9.2225
2008,3,7,-4.72,0.78,2.92,0,18.6230290018179,243.3975
