"year","doy","hour","temp","rh","windspeed","precip","solardiff","solar"
2011,1,0,16.8,0.8606,2.5,0,0,0
2011,1,1,16.41,0.8919,2.26,0,0,0
2011,1,2,16.28,0.9006,2.13,0,0,0
2011,1,3,16.59,0.8744,2.1,0,0,0
2011,1,4,16.69,0.855,2.15,0,0,0
2011,1,5,16.76,0.8381,2.26,0,0,0
2011,1,6,16.79,0.8256,2.39,0,0,0
2011,1,7,17.27,0.7975,2.57,0,56.3125,56.3125
2011,1,8,19.48,0.7,3.5,0,26.2827003434381,365.84
2011,1,9,21.29,0.6119,4.03,0,33.5613747382301,574.8125
2011,1,10,22.44,0.5694,4.36,0,36.0117303592778,655.6475
2011,1,11,23.23,0.5531,4.3,0,36.0850787092306,672.9875
2011,1,12,23.76,0.5456,4.12,0,37.9901618562564,713.2775
2011,1,13,24.01,0.5456,3.93,0,42.1239456861464,785.6125
2011,1,14,24,0.5512,3.72,0,33.0261205109913,601.29
2011,1,15,23.58,0.5675,3.43,0,30.2312923057935,517.7775
2011,1,16,22.7,0.605,2.88,0,15.3946764790445,214.285
2011,1,17,20.33,0.7162,1.79,0,28.135,28.135
2011,1,18,18.94,0.7931,1.79,0,0,0
2011,1,19,18.32,0.8475,1.81,0,0,0
2011,1,20,17.88,0.8931,1.92,0,0,0
2011,1,21,17.59,0.9312,2.04,0,0,0
2011,1,22,17.4,0.9588,1.99,0,0,0
2011,1,23,17.3,0.9706,1.94,0,0,0
2011,2,0,17.21,0.9806,1.86,0,0,0
2011,2,1,17.07,0.9938,1.79,0,0,0
2011,2,2,16.85,1,1.72,0,0,0
2011,2,3,16.7,1,1.69,0,0,0
2011,2,4,16.6,1,1.65,0,0,0
2011,2,5,16.55,1,1.57,0,0,0
2011,2,6,16.55,1,1.5,0,0,0
2011,2,7,17.11,1,1.47,0,50.66,50.66
2011,2,8,19.48,0.8825,2.4,0,23.4063199441933,313.8625
2011,2,9,21.32,0.7538,3.04,0,34.661724136589,586.7125
2011,2,10,22.82,0.6469,3.4,0,40.3684368901703,729.8525
2011,2,11,23.56,0.61,3.4,0,50.5835383812039,938.2725
2011,2,12,24.08,0.5881,3.19,0,56.6529204794069,1058.335
2011,2,13,24.41,0.5725,2.88,0,52.8587321852776,980.475
2011,2,14,24.55,0.565,2.59,0,43.9814507782616,795.175
2011,2,15,24.4,0.5688,2.26,0,31.247023316179,528.9125
2011,2,16,23.82,0.6012,1.79,0,20.528467742524,275.2725
2011,2,17,21.51,0.7056,1.2,0,29.5375,29.5375
2011,2,18,20.19,0.7569,1.32,0,0,0
2011,2,19,19.44,0.8031,1.4,0,0,0
2011,2,20,18.82,0.8431,1.52,0,0,0
2011,2,21,18.23,0.8794,1.64,0,0,0
2011,2,22,17.67,0.9125,1.66,0,0,0
2011,2,23,17.18,0.9419,1.63,0,0,0
2011,3,0,16.99,0.9569,1.65,0,0,0
2011,3,1,16.96,0.9638,1.74,0,0,0
2011,3,2,16.91,0.9712,1.7,0,0,0
2011,3,3,16.59,0.9938,1.56,0,0,0
2011,3,4,16.35,1,1.49,0.01,0,0
2011,3,5,16.23,1,1.44,0.01,0,0
2011,3,6,16.15,1,1.47,0.01,0,0
2011,3,7,16.69,0.9894,1.75,0,2.43884612386301,31.875
2011,3,8,18.42,0.9,2.54,0,15.9631917202101,279.0125
2011,3,9,20.37,0.81,2.45,0,30.0236990868178,562.4875
2011,3,10,22.23,0.72,2.22,0,43.9090888762685,846.175
2011,3,11,23.47,0.6606,2.03,0,54.7385524701065,1068.1525
2011,3,12,24.26,0.6219,1.92,0,55.8242784954844,1093.3125
2011,3,13,24.7,0.5975,1.89,0,46.2989753873204,903.465
2011,3,14,24.53,0.5975,1.93,0,41.8514705979381,806.5225
2011,3,15,24.08,0.6138,2.1,0,28.8372695724691,540.26
2011,3,16,23.06,0.6569,2.38,0,14.5164134911888,253.725
2011,3,17,21.25,0.7362,2.47,0,1.92506254043587,25.16
2011,3,18,19.94,0.7869,3.18,0,0,0
2011,3,19,18.96,0.8219,3.37,0,0,0
2011,3,20,18.14,0.8444,3.27,0,0,0
2011,3,21,17.39,0.8644,2.89,0,0,0
2011,3,22,16.58,0.89,2.27,0,0,0
2011,3,23,16.11,0.8994,1.91,0,0,0
2011,4,0,15.87,0.9025,1.71,0,0,0
2011,4,1,15.76,0.905,1.59,0,0,0
2011,4,2,15.73,0.9088,1.53,0,0,0
2011,4,3,15.76,0.9088,1.47,0,0,0
2011,4,4,15.8,0.9112,1.42,0,0,0
2011,4,5,15.9,0.9125,1.37,0,0,0
2011,4,6,16.19,0.9088,1.27,0,0,0
2011,4,7,16.76,0.8981,0.99,0,40.1960689802769,40.885
2011,4,8,18.77,0.8162,1.06,0,16.8436568972577,254.7875
2011,4,9,21.12,0.7075,0.66,0,28.3719219802073,500.0975
2011,4,10,23.07,0.6325,0.48,0,34.9150075633701,648.465
2011,4,11,24.04,0.5919,1.29,0,34.2306922922046,648.465
2011,4,12,24.58,0.5662,1.64,0,33.4541671026699,628.66
2011,4,13,25.05,0.5438,1.84,0,31.5272570085815,588.54
2011,4,14,25.16,0.5344,1.93,0,29.6979855151388,541.365
2011,4,15,24.87,0.5381,1.88,0,18.8928075882262,324.275
2011,4,16,24.21,0.5769,1.47,0,11.1731008065324,156.6125
2011,4,17,22.52,0.6556,0.91,0,23.885,23.885
2011,4,18,21.64,0.6781,0.89,0,0,0
