"year","doy","hour","solar","temp","rh","windspeed","precip","solardiff"
2005,1,0,0,5.4083190917969,1,3.42015863746082,0.15625,0
2005,1,1,0,4.50388286821802,1,3.42015863746082,0.15625,0
2005,1,2,0,3.80988454496018,1,3.42015863746082,0.15625,0
2005,1,3,0,3.37361896086693,1,3.42015863746082,0.15625,0
2005,1,4,0,3.22481689453127,0.769894408509667,3.42015863746082,0.15625,0
2005,1,5,0,3.37361896086693,0.579282099064995,3.42015863746082,0.15625,0
2005,1,6,0,3.80988454496018,0.562543705280602,3.42015863746082,0.15625,0
2005,1,7,0,4.50388286821802,0.621248880912191,3.42015863746082,0.15625,0
2005,1,8,102.273605141337,5.4083190917969,0.710967298669358,3.42015863746082,0.15625,11.1657015964728
2005,1,9,253.144462703068,6.46155738171143,0.593947395525915,3.42015863746082,0.15625,16.3638852932205
2005,1,10,308.434865722357,7.59182128906252,0.776454838275204,3.42015863746082,0.15625,17.9303954722229
2005,1,11,331.299605027293,8.72208519641361,1,3.42015863746082,0.15625,18.5477466723403
2005,1,12,337.76189998634,9.77532348632815,0.772932559885008,3.42015863746082,0.15625,18.719436261348
2005,1,13,331.299605027293,10.679759709907,0.152596537483631,3.42015863746082,0.15625,18.5477466723403
2005,1,14,308.434865722357,11.3737580331649,0.167537987884725,3.42015863746082,0.15625,17.9303954722229
2005,1,15,253.144462703068,11.8100236172581,0.147303425127882,3.42015863746082,0.15625,16.3638852932205
2005,1,16,102.273605141337,11.9588256835938,0.107770694447638,3.42015863746082,0.15625,11.1657015964728
2005,1,17,0,11.8100236172581,0.133755878269504,3.42015863746082,0.15625,0
2005,1,18,0,11.3737580331649,0.335812430809315,3.42015863746082,0.15625,0
2005,1,19,0,10.679759709907,0.363719413538626,3.42015863746082,0.15625,0
2005,1,20,0,9.77532348632815,0.327594227387513,3.42015863746082,0.15625,0
2005,1,21,0,8.72208519641361,0.353555395926121,3.42015863746082,0.15625,0
2005,1,22,0,7.59182128906252,0.246634220724225,3.42015863746082,0.15625,0
2005,1,23,0,6.46155738171143,0.411162692792842,3.42015863746082,0.15625,0
2005,2,0,0,11.4221206665039,0.364331724868772,1.73385083263182,0.226888020833333,0
2005,2,1,0,10.9652791840346,0.37688707258353,1.73385083263182,0.226888020833333,0
2005,2,2,0,10.6147323853076,0.242249891477974,1.73385083263182,0.226888020833333,0
2005,2,3,0,10.3943694553502,0.263493547144549,1.73385083263182,0.226888020833333,0
2005,2,4,0,10.3192077636719,0.415042730741911,1.73385083263182,0.226888020833333,0
2005,2,5,0,10.3943694553502,0.388518034261485,1.73385083263182,0.226888020833333,0
2005,2,6,0,10.6147323853076,0.357040470607424,1.73385083263182,0.226888020833333,0
2005,2,7,0,10.9652791840346,0.360716174441676,1.73385083263182,0.226888020833333,0
2005,2,8,92.3223041545598,11.4221206665039,0.34790395657827,1.73385083263182,0.226888020833333,9.98574386163697
2005,2,9,225.683873623041,11.9541238406515,0.355292274479842,1.73385083263182,0.226888020833333,14.5661409580767
2005,2,10,274.587410963443,12.525033569336,0.386413762749399,1.73385083263182,0.226888020833333,15.950621991419
2005,2,11,294.826471912164,13.0959432980204,0.405154797310632,1.73385083263182,0.226888020833333,16.4968378811212
2005,2,12,300.548474987856,13.627946472168,0.511476110042472,1.73385083263182,0.226888020833333,16.6488059229629
2005,2,13,294.826471912164,14.0847879546373,0.651973256561263,1.73385083263182,0.226888020833333,16.4968378811212
