0.0941176470588235	0.109803921568627	0.968627450980392
0.156862745098039	0.341176470588235	1
0.23921568627451	0.529411764705882	1
0.337254901960784	0.690196078431373	1
0.458823529411765	0.827450980392157	1
0.6	0.917647058823529	1
0.737254901960784	0.976470588235294	1
1	1	1
1	1	1
1	0.945098039215686	0.737254901960784
1	0.83921568627451	0.6
1	0.674509803921569	0.458823529411765
1	0.470588235294118	0.337254901960784
1	0.23921568627451	0.23921568627451
0.968627450980392	0.152941176470588	0.207843137254902
0.847058823529412	0.0823529411764706	0.184313725490196
